design,seed,rank_bin,true_proposals,true_promotions
campaign75-fixed-daily,52001080,21-35,2,0
campaign75-fixed-daily,52001080,36-50,0,0
campaign75-geometric-daily,52001080,1-5,5,4
campaign75-geometric-daily,52001080,6-10,5,4
campaign75-geometric-daily,52001080,11-20,4,4
campaign75-geometric-daily,52001080,21-35,2,0
campaign75-geometric-daily,52001080,36-50,0,0
telescoping-fixed,52001081,1-5,5,0
telescoping-fixed,52001081,6-10,5,0
telescoping-fixed,52001081,11-20,5,0
telescoping-fixed,52001081,21-35,1,0
telescoping-fixed,52001081,36-50,0,0
campaign75-fixed-daily,52001081,1-5,5,0
campaign75-fixed-daily,52001081,6-10,5,0
campaign75-fixed-daily,52001081,11-20,5,0
campaign75-fixed-daily,52001081,21-35,1,0
campaign75-fixed-daily,52001081,36-50,0,0
campaign75-geometric-daily,52001081,1-5,5,0
campaign75-geometric-daily,52001081,6-10,5,0
campaign75-geometric-daily,52001081,11-20,5,0
campaign75-geometric-daily,52001081,21-35,1,0
campaign75-geometric-daily,52001081,36-50,0,0
telescoping-fixed,52001082,1-5,5,5
telescoping-fixed,52001082,6-10,4,4
telescoping-fixed,52001082,11-20,7,5
telescoping-fixed,52001082,21-35,0,0
telescoping-fixed,52001082,36-50,0,0
campaign75-fixed-daily,52001082,1-5,5,5
campaign75-fixed-daily,52001082,6-10,4,4
campaign75-fixed-daily,52001082,11-20,7,7
campaign75-fixed-daily,52001082,21-35,0,0
campaign75-fixed-daily,52001082,36-50,0,0
campaign75-geometric-daily,52001082,1-5,5,5
campaign75-geometric-daily,52001082,6-10,4,4
campaign75-geometric-daily,52001082,11-20,7,7
campaign75-geometric-daily,52001082,21-35,0,0
campaign75-geometric-daily,52001082,36-50,0,0
telescoping-fixed,52001083,1-5,5,3
telescoping-fixed,52001083,6-10,5,4
telescoping-fixed,52001083,11-20,5,1
telescoping-fixed,52001083,21-35,1,0
telescoping-fixed,52001083,36-50,0,0
campaign75-fixed-daily,52001083,1-5,5,3
campaign75-fixed-daily,52001083,6-10,5,4
campaign75-fixed-daily,52001083,11-20,5,1
campaign75-fixed-daily,52001083,21-35,1,0
campaign75-fixed-daily,52001083,36-50,0,0
campaign75-geometric-daily,52001083,1-5,5,3
campaign75-geometric-daily,52001083,6-10,5,4
campaign75-geometric-daily,52001083,11-20,5,2
campaign75-geometric-daily,52001083,21-35,1,1
campaign75-geometric-daily,52001083,36-50,0,0
telescoping-fixed,52001084,1-5,5,5
telescoping-fixed,52001084,6-10,5,4
telescoping-fixed,52001084,11-20,6,0
telescoping-fixed,52001084,21-35,0,0
telescoping-fixed,52001084,36-50,0,0
campaign75-fixed-daily,52001084,1-5,5,5
campaign75-fixed-daily,52001084,6-10,5,4
campaign75-fixed-daily,52001084,11-20,6,0
campaign75-fixed-daily,52001084,21-35,0,0
campaign75-fixed-daily,52001084,36-50,0,0
campaign75-geometric-daily,52001084,1-5,5,4
campaign75-geometric-daily,52001084,6-10,5,4
campaign75-geometric-daily,52001084,11-20,6,2
campaign75-geometric-daily,52001084,21-35,0,0
campaign75-geometric-daily,52001084,36-50,0,0
telescoping-fixed,52001085,1-5,5,3
telescoping-fixed,52001085,6-10,5,2
telescoping-fixed,52001085,11-20,4,2
telescoping-fixed,52001085,21-35,2,0
telescoping-fixed,52001085,36-50,0,0
campaign75-fixed-daily,52001085,1-5,5,3
campaign75-fixed-daily,52001085,6-10,5,3
campaign75-fixed-daily,52001085,11-20,4,4
campaign75-fixed-daily,52001085,21-35,2,0
campaign75-fixed-daily,52001085,36-50,0,0
campaign75-geometric-daily,52001085,1-5,5,3
campaign75-geometric-daily,52001085,6-10,5,3
campaign75-geometric-daily,52001085,11-20,4,4
campaign75-geometric-daily,52001085,21-35,2,1
campaign75-geometric-daily,52001085,36-50,0,0
telescoping-fixed,52001086,1-5,5,4
telescoping-fixed,52001086,6-10,4,4
telescoping-fixed,52001086,11-20,6,6
telescoping-fixed,52001086,21-35,1,0
telescoping-fixed,52001086,36-50,0,0
campaign75-fixed-daily,52001086,1-5,5,4
campaign75-fixed-daily,52001086,6-10,4,4
campaign75-fixed-daily,52001086,11-20,6,6
campaign75-fixed-daily,52001086,21-35,1,0
campaign75-fixed-daily,52001086,36-50,0,0
campaign75-geometric-daily,52001086,1-5,5,4
campaign75-geometric-daily,52001086,6-10,4,4
campaign75-geometric-daily,52001086,11-20,6,6
campaign75-geometric-daily,52001086,21-35,1,1
campaign75-geometric-daily,52001086,36-50,0,0
telescoping-fixed,52001087,1-5,5,3
telescoping-fixed,52001087,6-10,5,0
telescoping-fixed,52001087,11-20,5,0
telescoping-fixed,52001087,21-35,1,0
telescoping-fixed,52001087,36-50,0,0
campaign75-fixed-daily,52001087,1-5,5,3
campaign75-fixed-daily,52001087,6-10,5,2
campaign75-fixed-daily,52001087,11-20,5,1
campaign75-fixed-daily,52001087,21-35,1,0
campaign75-fixed-daily,52001087,36-50,0,0
campaign75-geometric-daily,52001087,1-5,5,3
campaign75-geometric-daily,52001087,6-10,5,1
campaign75-geometric-daily,52001087,11-20,5,1
campaign75-geometric-daily,52001087,21-35,1,0
campaign75-geometric-daily,52001087,36-50,0,0
telescoping-fixed,52001088,1-5,5,0
telescoping-fixed,52001088,6-10,5,0
telescoping-fixed,52001088,11-20,5,0
telescoping-fixed,52001088,21-35,1,0
telescoping-fixed,52001088,36-50,0,0
campaign75-fixed-daily,52001088,1-5,5,0
campaign75-fixed-daily,52001088,6-10,5,0
campaign75-fixed-daily,52001088,11-20,5,0
campaign75-fixed-daily,52001088,21-35,1,0
campaign75-fixed-daily,52001088,36-50,0,0
campaign75-geometric-daily,52001088,1-5,5,0
campaign75-geometric-daily,52001088,6-10,5,0
campaign75-geometric-daily,52001088,11-20,5,1
campaign75-geometric-daily,52001088,21-35,1,0
campaign75-geometric-daily,52001088,36-50,0,0
telescoping-fixed,52001089,1-5,5,5
telescoping-fixed,52001089,6-10,4,2
telescoping-fixed,52001089,11-20,7,1
telescoping-fixed,52001089,21-35,0,0
telescoping-fixed,52001089,36-50,0,0
campaign75-fixed-daily,52001089,1-5,5,2
campaign75-fixed-daily,52001089,6-10,4,1
campaign75-fixed-daily,52001089,11-20,7,1
campaign75-fixed-daily,52001089,21-35,0,0
campaign75-fixed-daily,52001089,36-50,0,0
campaign75-geometric-daily,52001089,1-5,5,2
campaign75-geometric-daily,52001089,6-10,4,1
campaign75-geometric-daily,52001089,11-20,7,1
campaign75-geometric-daily,52001089,21-35,0,0
campaign75-geometric-daily,52001089,36-50,0,0
telescoping-fixed,52001090,1-5,5,5
telescoping-fixed,52001090,6-10,4,4
telescoping-fixed,52001090,11-20,6,3
telescoping-fixed,52001090,21-35,1,0
telescoping-fixed,52001090,36-50,0,0
campaign75-fixed-daily,52001090,1-5,5,5
campaign75-fixed-daily,52001090,6-10,4,4
campaign75-fixed-daily,52001090,11-20,6,6
campaign75-fixed-daily,52001090,21-35,1,1
campaign75-fixed-daily,52001090,36-50,0,0
campaign75-geometric-daily,52001090,1-5,5,5
campaign75-geometric-daily,52001090,6-10,4,4
campaign75-geometric-daily,52001090,11-20,6,6
campaign75-geometric-daily,52001090,21-35,1,1
campaign75-geometric-daily,52001090,36-50,0,0
telescoping-fixed,52001091,1-5,5,5
telescoping-fixed,52001091,6-10,5,5
telescoping-fixed,52001091,11-20,6,3
telescoping-fixed,52001091,21-35,0,0
telescoping-fixed,52001091,36-50,0,0
campaign75-fixed-daily,52001091,1-5,5,5
campaign75-fixed-daily,52001091,6-10,5,5
campaign75-fixed-daily,52001091,11-20,6,4
campaign75-fixed-daily,52001091,21-35,0,0
campaign75-fixed-daily,52001091,36-50,0,0
campaign75-geometric-daily,52001091,1-5,5,5
campaign75-geometric-daily,52001091,6-10,5,5
campaign75-geometric-daily,52001091,11-20,6,6
campaign75-geometric-daily,52001091,21-35,0,0
campaign75-geometric-daily,52001091,36-50,0,0
telescoping-fixed,52001092,1-5,5,5
telescoping-fixed,52001092,6-10,5,5
telescoping-fixed,52001092,11-20,6,5
telescoping-fixed,52001092,21-35,0,0
telescoping-fixed,52001092,36-50,0,0
campaign75-fixed-daily,52001092,1-5,5,5
campaign75-fixed-daily,52001092,6-10,5,5
campaign75-fixed-daily,52001092,11-20,6,6
campaign75-fixed-daily,52001092,21-35,0,0
campaign75-fixed-daily,52001092,36-50,0,0
campaign75-geometric-daily,52001092,1-5,5,5
campaign75-geometric-daily,52001092,6-10,5,5
campaign75-geometric-daily,52001092,11-20,6,6
campaign75-geometric-daily,52001092,21-35,0,0
campaign75-geometric-daily,52001092,36-50,0,0
telescoping-fixed,52001093,1-5,5,5
telescoping-fixed,52001093,6-10,5,5
telescoping-fixed,52001093,11-20,6,3
telescoping-fixed,52001093,21-35,0,0
telescoping-fixed,52001093,36-50,0,0
campaign75-fixed-daily,52001093,1-5,5,5
campaign75-fixed-daily,52001093,6-10,5,5
campaign75-fixed-daily,52001093,11-20,6,3
campaign75-fixed-daily,52001093,21-35,0,0
campaign75-fixed-daily,52001093,36-50,0,0
campaign75-geometric-daily,52001093,1-5,5,5
campaign75-geometric-daily,52001093,6-10,5,5
campaign75-geometric-daily,52001093,11-20,6,3
campaign75-geometric-daily,52001093,21-35,0,0
campaign75-geometric-daily,52001093,36-50,0,0
telescoping-fixed,52001094,1-5,5,5
telescoping-fixed,52001094,6-10,5,5
telescoping-fixed,52001094,11-20,5,5
telescoping-fixed,52001094,21-35,1,0
telescoping-fixed,52001094,36-50,0,0
campaign75-fixed-daily,52001094,1-5,5,5
campaign75-fixed-daily,52001094,6-10,5,5
campaign75-fixed-daily,52001094,11-20,5,5
campaign75-fixed-daily,52001094,21-35,1,0
campaign75-fixed-daily,52001094,36-50,0,0
campaign75-geometric-daily,52001094,1-5,5,5
campaign75-geometric-daily,52001094,6-10,5,5
campaign75-geometric-daily,52001094,11-20,5,5
campaign75-geometric-daily,52001094,21-35,1,0
campaign75-geometric-daily,52001094,36-50,0,0
telescoping-fixed,52001095,1-5,5,5
telescoping-fixed,52001095,6-10,5,1
telescoping-fixed,52001095,11-20,4,0
telescoping-fixed,52001095,21-35,2,0
telescoping-fixed,52001095,36-50,0,0
campaign75-fixed-daily,52001095,1-5,5,5
campaign75-fixed-daily,52001095,6-10,5,1
campaign75-fixed-daily,52001095,11-20,4,0
campaign75-fixed-daily,52001095,21-35,2,0
campaign75-fixed-daily,52001095,36-50,0,0
campaign75-geometric-daily,52001095,1-5,5,5
campaign75-geometric-daily,52001095,6-10,5,5
campaign75-geometric-daily,52001095,11-20,4,2
campaign75-geometric-daily,52001095,21-35,2,2
campaign75-geometric-daily,52001095,36-50,0,0
telescoping-fixed,52001096,1-5,5,4
telescoping-fixed,52001096,6-10,5,3
telescoping-fixed,52001096,11-20,6,0
telescoping-fixed,52001096,21-35,0,0
telescoping-fixed,52001096,36-50,0,0
campaign75-fixed-daily,52001096,1-5,5,3
campaign75-fixed-daily,52001096,6-10,5,3
campaign75-fixed-daily,52001096,11-20,6,0
campaign75-fixed-daily,52001096,21-35,0,0
campaign75-fixed-daily,52001096,36-50,0,0
campaign75-geometric-daily,52001096,1-5,5,3
campaign75-geometric-daily,52001096,6-10,5,3
campaign75-geometric-daily,52001096,11-20,6,1
campaign75-geometric-daily,52001096,21-35,0,0
campaign75-geometric-daily,52001096,36-50,0,0
telescoping-fixed,52001097,1-5,5,2
telescoping-fixed,52001097,6-10,5,0
telescoping-fixed,52001097,11-20,4,0
telescoping-fixed,52001097,21-35,2,0
telescoping-fixed,52001097,36-50,0,0
campaign75-fixed-daily,52001097,1-5,5,1
campaign75-fixed-daily,52001097,6-10,5,0
campaign75-fixed-daily,52001097,11-20,4,0
campaign75-fixed-daily,52001097,21-35,2,0
campaign75-fixed-daily,52001097,36-50,0,0
campaign75-geometric-daily,52001097,1-5,5,1
campaign75-geometric-daily,52001097,6-10,5,0
campaign75-geometric-daily,52001097,11-20,4,0
campaign75-geometric-daily,52001097,21-35,2,0
campaign75-geometric-daily,52001097,36-50,0,0
telescoping-fixed,52001098,1-5,5,5
telescoping-fixed,52001098,6-10,5,4
telescoping-fixed,52001098,11-20,6,4
telescoping-fixed,52001098,21-35,0,0
telescoping-fixed,52001098,36-50,0,0
campaign75-fixed-daily,52001098,1-5,5,5
campaign75-fixed-daily,52001098,6-10,5,4
campaign75-fixed-daily,52001098,11-20,6,6
campaign75-fixed-daily,52001098,21-35,0,0
campaign75-fixed-daily,52001098,36-50,0,0
campaign75-geometric-daily,52001098,1-5,5,5
campaign75-geometric-daily,52001098,6-10,5,4
campaign75-geometric-daily,52001098,11-20,6,6
campaign75-geometric-daily,52001098,21-35,0,0
campaign75-geometric-daily,52001098,36-50,0,0
telescoping-fixed,52001099,1-5,5,5
telescoping-fixed,52001099,6-10,5,5
telescoping-fixed,52001099,11-20,5,1
telescoping-fixed,52001099,21-35,1,0
telescoping-fixed,52001099,36-50,0,0
campaign75-fixed-daily,52001099,1-5,5,5
campaign75-fixed-daily,52001099,6-10,5,5
campaign75-fixed-daily,52001099,11-20,5,3
campaign75-fixed-daily,52001099,21-35,1,1
campaign75-fixed-daily,52001099,36-50,0,0
campaign75-geometric-daily,52001099,1-5,5,5
campaign75-geometric-daily,52001099,6-10,5,5
campaign75-geometric-daily,52001099,11-20,5,4
campaign75-geometric-daily,52001099,21-35,1,1
campaign75-geometric-daily,52001099,36-50,0,0
telescoping-fixed,52001100,1-5,5,1
telescoping-fixed,52001100,6-10,5,0
telescoping-fixed,52001100,11-20,6,0
telescoping-fixed,52001100,21-35,0,0
telescoping-fixed,52001100,36-50,0,0
campaign75-fixed-daily,52001100,1-5,5,1
campaign75-fixed-daily,52001100,6-10,5,0
campaign75-fixed-daily,52001100,11-20,6,0
campaign75-fixed-daily,52001100,21-35,0,0
campaign75-fixed-daily,52001100,36-50,0,0
campaign75-geometric-daily,52001100,1-5,5,2
campaign75-geometric-daily,52001100,6-10,5,0
campaign75-geometric-daily,52001100,11-20,6,0
campaign75-geometric-daily,52001100,21-35,0,0
campaign75-geometric-daily,52001100,36-50,0,0
telescoping-fixed,52001101,1-5,5,3
telescoping-fixed,52001101,6-10,5,1
telescoping-fixed,52001101,11-20,4,0
telescoping-fixed,52001101,21-35,2,0
telescoping-fixed,52001101,36-50,0,0
campaign75-fixed-daily,52001101,1-5,5,3
campaign75-fixed-daily,52001101,6-10,5,1
campaign75-fixed-daily,52001101,11-20,4,3
campaign75-fixed-daily,52001101,21-35,2,0
campaign75-fixed-daily,52001101,36-50,0,0
campaign75-geometric-daily,52001101,1-5,5,3
campaign75-geometric-daily,52001101,6-10,5,1
campaign75-geometric-daily,52001101,11-20,4,3
campaign75-geometric-daily,52001101,21-35,2,0
campaign75-geometric-daily,52001101,36-50,0,0
telescoping-fixed,52001102,1-5,5,5
telescoping-fixed,52001102,6-10,5,5
telescoping-fixed,52001102,11-20,6,5
telescoping-fixed,52001102,21-35,0,0
telescoping-fixed,52001102,36-50,0,0
campaign75-fixed-daily,52001102,1-5,5,5
campaign75-fixed-daily,52001102,6-10,5,5
campaign75-fixed-daily,52001102,11-20,6,6
campaign75-fixed-daily,52001102,21-35,0,0
campaign75-fixed-daily,52001102,36-50,0,0
campaign75-geometric-daily,52001102,1-5,5,5
campaign75-geometric-daily,52001102,6-10,5,5
campaign75-geometric-daily,52001102,11-20,6,6
campaign75-geometric-daily,52001102,21-35,0,0
campaign75-geometric-daily,52001102,36-50,0,0
telescoping-fixed,52001103,1-5,5,5
telescoping-fixed,52001103,6-10,5,5
telescoping-fixed,52001103,11-20,5,5
telescoping-fixed,52001103,21-35,1,0
telescoping-fixed,52001103,36-50,0,0
campaign75-fixed-daily,52001103,1-5,5,5
campaign75-fixed-daily,52001103,6-10,5,5
campaign75-fixed-daily,52001103,11-20,5,5
campaign75-fixed-daily,52001103,21-35,1,0
campaign75-fixed-daily,52001103,36-50,0,0
campaign75-geometric-daily,52001103,1-5,5,5
campaign75-geometric-daily,52001103,6-10,5,5
campaign75-geometric-daily,52001103,11-20,5,5
campaign75-geometric-daily,52001103,21-35,1,0
campaign75-geometric-daily,52001103,36-50,0,0
telescoping-fixed,52001104,1-5,5,2
telescoping-fixed,52001104,6-10,4,0
telescoping-fixed,52001104,11-20,6,2
telescoping-fixed,52001104,21-35,1,0
telescoping-fixed,52001104,36-50,0,0
campaign75-fixed-daily,52001104,1-5,5,2
campaign75-fixed-daily,52001104,6-10,4,0
campaign75-fixed-daily,52001104,11-20,6,2
campaign75-fixed-daily,52001104,21-35,1,1
campaign75-fixed-daily,52001104,36-50,0,0
campaign75-geometric-daily,52001104,1-5,5,2
campaign75-geometric-daily,52001104,6-10,4,0
campaign75-geometric-daily,52001104,11-20,6,2
campaign75-geometric-daily,52001104,21-35,1,0
campaign75-geometric-daily,52001104,36-50,0,0
telescoping-fixed,52001105,1-5,5,3
telescoping-fixed,52001105,6-10,5,3
telescoping-fixed,52001105,11-20,5,2
telescoping-fixed,52001105,21-35,1,0
telescoping-fixed,52001105,36-50,0,0
campaign75-fixed-daily,52001105,1-5,5,3
campaign75-fixed-daily,52001105,6-10,5,4
campaign75-fixed-daily,52001105,11-20,5,4
campaign75-fixed-daily,52001105,21-35,1,0
campaign75-fixed-daily,52001105,36-50,0,0
campaign75-geometric-daily,52001105,1-5,5,3
campaign75-geometric-daily,52001105,6-10,5,4
campaign75-geometric-daily,52001105,11-20,5,4
campaign75-geometric-daily,52001105,21-35,1,0
campaign75-geometric-daily,52001105,36-50,0,0
telescoping-fixed,52001106,1-5,5,5
telescoping-fixed,52001106,6-10,5,4
telescoping-fixed,52001106,11-20,5,5
telescoping-fixed,52001106,21-35,1,0
telescoping-fixed,52001106,36-50,0,0
campaign75-fixed-daily,52001106,1-5,5,5
campaign75-fixed-daily,52001106,6-10,5,4
campaign75-fixed-daily,52001106,11-20,5,5
campaign75-fixed-daily,52001106,21-35,1,1
campaign75-fixed-daily,52001106,36-50,0,0
campaign75-geometric-daily,52001106,1-5,5,5
campaign75-geometric-daily,52001106,6-10,5,4
campaign75-geometric-daily,52001106,11-20,5,5
campaign75-geometric-daily,52001106,21-35,1,1
campaign75-geometric-daily,52001106,36-50,0,0
telescoping-fixed,52001107,1-5,5,5
telescoping-fixed,52001107,6-10,5,5
telescoping-fixed,52001107,11-20,5,5
telescoping-fixed,52001107,21-35,1,0
telescoping-fixed,52001107,36-50,0,0
campaign75-fixed-daily,52001107,1-5,5,5
campaign75-fixed-daily,52001107,6-10,5,5
campaign75-fixed-daily,52001107,11-20,5,5
campaign75-fixed-daily,52001107,21-35,1,1
campaign75-fixed-daily,52001107,36-50,0,0
campaign75-geometric-daily,52001107,1-5,5,5
campaign75-geometric-daily,52001107,6-10,5,5
campaign75-geometric-daily,52001107,11-20,5,5
campaign75-geometric-daily,52001107,21-35,1,1
campaign75-geometric-daily,52001107,36-50,0,0
telescoping-fixed,52001108,1-5,5,5
telescoping-fixed,52001108,6-10,5,4
telescoping-fixed,52001108,11-20,5,1
telescoping-fixed,52001108,21-35,1,0
telescoping-fixed,52001108,36-50,0,0
campaign75-fixed-daily,52001108,1-5,5,5
campaign75-fixed-daily,52001108,6-10,5,4
campaign75-fixed-daily,52001108,11-20,5,5
campaign75-fixed-daily,52001108,21-35,1,1
campaign75-fixed-daily,52001108,36-50,0,0
campaign75-geometric-daily,52001108,1-5,5,5
campaign75-geometric-daily,52001108,6-10,5,4
campaign75-geometric-daily,52001108,11-20,5,5
campaign75-geometric-daily,52001108,21-35,1,1
campaign75-geometric-daily,52001108,36-50,0,0
telescoping-fixed,52001109,1-5,5,5
telescoping-fixed,52001109,6-10,5,4
telescoping-fixed,52001109,11-20,5,0
telescoping-fixed,52001109,21-35,1,0
telescoping-fixed,52001109,36-50,0,0
campaign75-fixed-daily,52001109,1-5,5,5
campaign75-fixed-daily,52001109,6-10,5,5
campaign75-fixed-daily,52001109,11-20,5,4
campaign75-fixed-daily,52001109,21-35,1,1
campaign75-fixed-daily,52001109,36-50,0,0
campaign75-geometric-daily,52001109,1-5,5,5
campaign75-geometric-daily,52001109,6-10,5,5
campaign75-geometric-daily,52001109,11-20,5,5
campaign75-geometric-daily,52001109,21-35,1,1
campaign75-geometric-daily,52001109,36-50,0,0
telescoping-fixed,52001110,1-5,5,5
telescoping-fixed,52001110,6-10,5,5
telescoping-fixed,52001110,11-20,5,4
telescoping-fixed,52001110,21-35,0,0
telescoping-fixed,52001110,36-50,1,0
campaign75-fixed-daily,52001110,1-5,5,5
campaign75-fixed-daily,52001110,6-10,5,5
campaign75-fixed-daily,52001110,11-20,5,4
campaign75-fixed-daily,52001110,21-35,0,0
campaign75-fixed-daily,52001110,36-50,1,1
campaign75-geometric-daily,52001110,1-5,5,5
campaign75-geometric-daily,52001110,6-10,5,5
campaign75-geometric-daily,52001110,11-20,5,5
campaign75-geometric-daily,52001110,21-35,0,0
campaign75-geometric-daily,52001110,36-50,1,1
telescoping-fixed,52001111,1-5,5,4
telescoping-fixed,52001111,6-10,5,2
telescoping-fixed,52001111,11-20,6,0
telescoping-fixed,52001111,21-35,0,0
telescoping-fixed,52001111,36-50,0,0
campaign75-fixed-daily,52001111,1-5,5,3
campaign75-fixed-daily,52001111,6-10,5,3
campaign75-fixed-daily,52001111,11-20,6,0
campaign75-fixed-daily,52001111,21-35,0,0
campaign75-fixed-daily,52001111,36-50,0,0
campaign75-geometric-daily,52001111,1-5,5,3
campaign75-geometric-daily,52001111,6-10,5,3
campaign75-geometric-daily,52001111,11-20,6,2
campaign75-geometric-daily,52001111,21-35,0,0
campaign75-geometric-daily,52001111,36-50,0,0
telescoping-fixed,52001112,1-5,5,3
telescoping-fixed,52001112,6-10,5,1
telescoping-fixed,52001112,11-20,5,0
telescoping-fixed,52001112,21-35,1,0
telescoping-fixed,52001112,36-50,0,0
campaign75-fixed-daily,52001112,1-5,5,3
campaign75-fixed-daily,52001112,6-10,5,1
campaign75-fixed-daily,52001112,11-20,5,0
campaign75-fixed-daily,52001112,21-35,1,0
campaign75-fixed-daily,52001112,36-50,0,0
campaign75-geometric-daily,52001112,1-5,5,3
campaign75-geometric-daily,52001112,6-10,5,1
campaign75-geometric-daily,52001112,11-20,5,0
campaign75-geometric-daily,52001112,21-35,1,0
campaign75-geometric-daily,52001112,36-50,0,0
telescoping-fixed,52001113,1-5,5,3
telescoping-fixed,52001113,6-10,5,3
telescoping-fixed,52001113,11-20,6,1
telescoping-fixed,52001113,21-35,0,0
telescoping-fixed,52001113,36-50,0,0
campaign75-fixed-daily,52001113,1-5,5,2
campaign75-fixed-daily,52001113,6-10,5,3
campaign75-fixed-daily,52001113,11-20,6,1
campaign75-fixed-daily,52001113,21-35,0,0
campaign75-fixed-daily,52001113,36-50,0,0
campaign75-geometric-daily,52001113,1-5,5,3
campaign75-geometric-daily,52001113,6-10,5,5
campaign75-geometric-daily,52001113,11-20,6,1
campaign75-geometric-daily,52001113,21-35,0,0
campaign75-geometric-daily,52001113,36-50,0,0
telescoping-fixed,52001114,1-5,5,4
telescoping-fixed,52001114,6-10,4,4
telescoping-fixed,52001114,11-20,6,3
telescoping-fixed,52001114,21-35,1,0
telescoping-fixed,52001114,36-50,0,0
campaign75-fixed-daily,52001114,1-5,5,4
campaign75-fixed-daily,52001114,6-10,4,4
campaign75-fixed-daily,52001114,11-20,6,5
campaign75-fixed-daily,52001114,21-35,1,1
campaign75-fixed-daily,52001114,36-50,0,0
campaign75-geometric-daily,52001114,1-5,5,4
campaign75-geometric-daily,52001114,6-10,4,4
campaign75-geometric-daily,52001114,11-20,6,6
campaign75-geometric-daily,52001114,21-35,1,1
campaign75-geometric-daily,52001114,36-50,0,0
telescoping-fixed,52001115,1-5,5,5
telescoping-fixed,52001115,6-10,5,4
telescoping-fixed,52001115,11-20,4,0
telescoping-fixed,52001115,21-35,2,0
telescoping-fixed,52001115,36-50,0,0
campaign75-fixed-daily,52001115,1-5,5,5
campaign75-fixed-daily,52001115,6-10,5,4
campaign75-fixed-daily,52001115,11-20,4,4
campaign75-fixed-daily,52001115,21-35,2,1
campaign75-fixed-daily,52001115,36-50,0,0
campaign75-geometric-daily,52001115,1-5,5,5
campaign75-geometric-daily,52001115,6-10,5,4
campaign75-geometric-daily,52001115,11-20,4,4
campaign75-geometric-daily,52001115,21-35,2,2
campaign75-geometric-daily,52001115,36-50,0,0
telescoping-fixed,52001116,1-5,5,5
telescoping-fixed,52001116,6-10,5,4
telescoping-fixed,52001116,11-20,4,2
telescoping-fixed,52001116,21-35,2,0
telescoping-fixed,52001116,36-50,0,0
campaign75-fixed-daily,52001116,1-5,5,5
campaign75-fixed-daily,52001116,6-10,5,4
campaign75-fixed-daily,52001116,11-20,4,2
campaign75-fixed-daily,52001116,21-35,2,0
campaign75-fixed-daily,52001116,36-50,0,0
campaign75-geometric-daily,52001116,1-5,5,5
campaign75-geometric-daily,52001116,6-10,5,4
campaign75-geometric-daily,52001116,11-20,4,4
campaign75-geometric-daily,52001116,21-35,2,1
campaign75-geometric-daily,52001116,36-50,0,0
telescoping-fixed,52001117,1-5,5,4
telescoping-fixed,52001117,6-10,5,3
telescoping-fixed,52001117,11-20,5,1
telescoping-fixed,52001117,21-35,1,0
telescoping-fixed,52001117,36-50,0,0
campaign75-fixed-daily,52001117,1-5,5,4
campaign75-fixed-daily,52001117,6-10,5,3
campaign75-fixed-daily,52001117,11-20,5,2
campaign75-fixed-daily,52001117,21-35,1,0
campaign75-fixed-daily,52001117,36-50,0,0
campaign75-geometric-daily,52001117,1-5,5,4
campaign75-geometric-daily,52001117,6-10,5,3
campaign75-geometric-daily,52001117,11-20,5,2
campaign75-geometric-daily,52001117,21-35,1,0
campaign75-geometric-daily,52001117,36-50,0,0
telescoping-fixed,52001118,1-5,5,5
telescoping-fixed,52001118,6-10,5,3
telescoping-fixed,52001118,11-20,4,2
telescoping-fixed,52001118,21-35,2,0
telescoping-fixed,52001118,36-50,0,0
campaign75-fixed-daily,52001118,1-5,5,5
campaign75-fixed-daily,52001118,6-10,5,3
campaign75-fixed-daily,52001118,11-20,4,2
campaign75-fixed-daily,52001118,21-35,2,0
campaign75-fixed-daily,52001118,36-50,0,0
campaign75-geometric-daily,52001118,1-5,5,5
campaign75-geometric-daily,52001118,6-10,5,3
campaign75-geometric-daily,52001118,11-20,4,3
campaign75-geometric-daily,52001118,21-35,2,0
campaign75-geometric-daily,52001118,36-50,0,0
telescoping-fixed,52001119,1-5,5,5
telescoping-fixed,52001119,6-10,5,5
telescoping-fixed,52001119,11-20,5,5
telescoping-fixed,52001119,21-35,1,1
telescoping-fixed,52001119,36-50,0,0
campaign75-fixed-daily,52001119,1-5,5,5
campaign75-fixed-daily,52001119,6-10,5,5
campaign75-fixed-daily,52001119,11-20,5,5
campaign75-fixed-daily,52001119,21-35,1,1
campaign75-fixed-daily,52001119,36-50,0,0
campaign75-geometric-daily,52001119,1-5,5,5
campaign75-geometric-daily,52001119,6-10,5,5
campaign75-geometric-daily,52001119,11-20,5,5
campaign75-geometric-daily,52001119,21-35,1,1
campaign75-geometric-daily,52001119,36-50,0,0
telescoping-fixed,52001120,1-5,5,5
telescoping-fixed,52001120,6-10,5,4
telescoping-fixed,52001120,11-20,6,5
telescoping-fixed,52001120,21-35,0,0
telescoping-fixed,52001120,36-50,0,0
campaign75-fixed-daily,52001120,1-5,5,5
campaign75-fixed-daily,52001120,6-10,5,5
campaign75-fixed-daily,52001120,11-20,6,6
campaign75-fixed-daily,52001120,21-35,0,0
campaign75-fixed-daily,52001120,36-50,0,0
campaign75-geometric-daily,52001120,1-5,5,5
campaign75-geometric-daily,52001120,6-10,5,5
campaign75-geometric-daily,52001120,11-20,6,6
campaign75-geometric-daily,52001120,21-35,0,0
campaign75-geometric-daily,52001120,36-50,0,0
