design,seed,rank_bin,true_proposals,true_promotions
campaign75-fixed-daily,52001242,21-35,2,2
campaign75-fixed-daily,52001242,36-50,0,0
campaign75-geometric-daily,52001242,1-5,5,5
campaign75-geometric-daily,52001242,6-10,5,5
campaign75-geometric-daily,52001242,11-20,4,4
campaign75-geometric-daily,52001242,21-35,2,2
campaign75-geometric-daily,52001242,36-50,0,0
telescoping-fixed,52001243,1-5,5,4
telescoping-fixed,52001243,6-10,5,3
telescoping-fixed,52001243,11-20,6,2
telescoping-fixed,52001243,21-35,0,0
telescoping-fixed,52001243,36-50,0,0
campaign75-fixed-daily,52001243,1-5,5,4
campaign75-fixed-daily,52001243,6-10,5,4
campaign75-fixed-daily,52001243,11-20,6,3
campaign75-fixed-daily,52001243,21-35,0,0
campaign75-fixed-daily,52001243,36-50,0,0
campaign75-geometric-daily,52001243,1-5,5,4
campaign75-geometric-daily,52001243,6-10,5,4
campaign75-geometric-daily,52001243,11-20,6,3
campaign75-geometric-daily,52001243,21-35,0,0
campaign75-geometric-daily,52001243,36-50,0,0
telescoping-fixed,52001244,1-5,5,3
telescoping-fixed,52001244,6-10,5,0
telescoping-fixed,52001244,11-20,4,0
telescoping-fixed,52001244,21-35,2,0
telescoping-fixed,52001244,36-50,0,0
campaign75-fixed-daily,52001244,1-5,5,3
campaign75-fixed-daily,52001244,6-10,5,0
campaign75-fixed-daily,52001244,11-20,4,1
campaign75-fixed-daily,52001244,21-35,2,0
campaign75-fixed-daily,52001244,36-50,0,0
campaign75-geometric-daily,52001244,1-5,5,3
campaign75-geometric-daily,52001244,6-10,5,0
campaign75-geometric-daily,52001244,11-20,4,2
campaign75-geometric-daily,52001244,21-35,2,0
campaign75-geometric-daily,52001244,36-50,0,0
telescoping-fixed,52001245,1-5,5,5
telescoping-fixed,52001245,6-10,5,5
telescoping-fixed,52001245,11-20,5,3
telescoping-fixed,52001245,21-35,1,0
telescoping-fixed,52001245,36-50,0,0
campaign75-fixed-daily,52001245,1-5,5,5
campaign75-fixed-daily,52001245,6-10,5,5
campaign75-fixed-daily,52001245,11-20,5,4
campaign75-fixed-daily,52001245,21-35,1,0
campaign75-fixed-daily,52001245,36-50,0,0
campaign75-geometric-daily,52001245,1-5,5,5
campaign75-geometric-daily,52001245,6-10,5,5
campaign75-geometric-daily,52001245,11-20,5,5
campaign75-geometric-daily,52001245,21-35,1,0
campaign75-geometric-daily,52001245,36-50,0,0
telescoping-fixed,52001246,1-5,5,5
telescoping-fixed,52001246,6-10,5,2
telescoping-fixed,52001246,11-20,6,0
telescoping-fixed,52001246,21-35,0,0
telescoping-fixed,52001246,36-50,0,0
campaign75-fixed-daily,52001246,1-5,5,4
campaign75-fixed-daily,52001246,6-10,5,2
campaign75-fixed-daily,52001246,11-20,6,0
campaign75-fixed-daily,52001246,21-35,0,0
campaign75-fixed-daily,52001246,36-50,0,0
campaign75-geometric-daily,52001246,1-5,5,5
campaign75-geometric-daily,52001246,6-10,5,4
campaign75-geometric-daily,52001246,11-20,6,1
campaign75-geometric-daily,52001246,21-35,0,0
campaign75-geometric-daily,52001246,36-50,0,0
telescoping-fixed,52001247,1-5,5,4
telescoping-fixed,52001247,6-10,5,1
telescoping-fixed,52001247,11-20,5,0
telescoping-fixed,52001247,21-35,1,0
telescoping-fixed,52001247,36-50,0,0
campaign75-fixed-daily,52001247,1-5,5,4
campaign75-fixed-daily,52001247,6-10,5,2
campaign75-fixed-daily,52001247,11-20,5,1
campaign75-fixed-daily,52001247,21-35,1,0
campaign75-fixed-daily,52001247,36-50,0,0
campaign75-geometric-daily,52001247,1-5,5,4
campaign75-geometric-daily,52001247,6-10,5,2
campaign75-geometric-daily,52001247,11-20,5,3
campaign75-geometric-daily,52001247,21-35,1,0
campaign75-geometric-daily,52001247,36-50,0,0
telescoping-fixed,52001248,1-5,5,5
telescoping-fixed,52001248,6-10,5,4
telescoping-fixed,52001248,11-20,6,2
telescoping-fixed,52001248,21-35,0,0
telescoping-fixed,52001248,36-50,0,0
campaign75-fixed-daily,52001248,1-5,5,5
campaign75-fixed-daily,52001248,6-10,5,5
campaign75-fixed-daily,52001248,11-20,6,6
campaign75-fixed-daily,52001248,21-35,0,0
campaign75-fixed-daily,52001248,36-50,0,0
campaign75-geometric-daily,52001248,1-5,5,5
campaign75-geometric-daily,52001248,6-10,5,4
campaign75-geometric-daily,52001248,11-20,6,5
campaign75-geometric-daily,52001248,21-35,0,0
campaign75-geometric-daily,52001248,36-50,0,0
telescoping-fixed,52001249,1-5,5,5
telescoping-fixed,52001249,6-10,5,4
telescoping-fixed,52001249,11-20,6,2
telescoping-fixed,52001249,21-35,0,0
telescoping-fixed,52001249,36-50,0,0
campaign75-fixed-daily,52001249,1-5,5,5
campaign75-fixed-daily,52001249,6-10,5,4
campaign75-fixed-daily,52001249,11-20,6,6
campaign75-fixed-daily,52001249,21-35,0,0
campaign75-fixed-daily,52001249,36-50,0,0
campaign75-geometric-daily,52001249,1-5,5,5
campaign75-geometric-daily,52001249,6-10,5,4
campaign75-geometric-daily,52001249,11-20,6,6
campaign75-geometric-daily,52001249,21-35,0,0
campaign75-geometric-daily,52001249,36-50,0,0
