design,annual_sharpe,correlation,seed,fdp,end_to_end_power,conditional_power,proposal_recall,discoveries,delay,terminal_fdp,terminal_end_to_end_power
campaign75-fixed,1.5,0.5,41000179,0.0,0.3125,0.3125,1.0,5,861.0,0.0,0.0
campaign-hedged,1.5,0.5,41000179,0.0,0.1875,0.1875,1.0,3,842.6666666666666,0.0,0.0
anchored25-fixed,1.5,0.5,41000179,0.0,0.25,0.25,1.0,4,836.0,0.0,0.1875
anchored50-fixed,1.5,0.5,41000179,0.0,0.3125,0.3125,1.0,5,862.0,0.0,0.0
anchored75-fixed,1.5,0.5,41000179,0.0,0.1875,0.1875,1.0,3,787.6666666666666,0.0,0.0
telescoping-fixed,1.5,0.5,41000180,0.0,0.5,0.5,1.0,8,714.75,0.0,0.1875
telescoping-hedged,1.5,0.5,41000180,0.0,0.375,0.375,1.0,6,852.6666666666666,0.0,0.125
campaign25-fixed,1.5,0.5,41000180,0.0,0.625,0.625,1.0,10,743.5,0.0,0.1875
campaign50-fixed,1.5,0.5,41000180,0.0,0.5625,0.5625,1.0,9,724.3333333333334,0.0,0.1875
campaign75-fixed,1.5,0.5,41000180,0.0,0.5625,0.5625,1.0,9,733.7777777777778,0.0,0.1875
campaign-hedged,1.5,0.5,41000180,0.0,0.3125,0.3125,1.0,5,875.0,0.0,0.0
anchored25-fixed,1.5,0.5,41000180,0.0,0.4375,0.4375,1.0,7,703.8571428571429,0.0,0.1875
anchored50-fixed,1.5,0.5,41000180,0.0,0.5625,0.5625,1.0,9,751.5555555555555,0.0,0.1875
anchored75-fixed,1.5,0.5,41000180,0.0,0.5625,0.5625,1.0,9,846.5555555555555,0.0,0.0
telescoping-fixed,1.5,0.5,41000181,0.0,0.625,0.625,1.0,10,696.5,0.0,0.4375
telescoping-hedged,1.5,0.5,41000181,0.0,0.375,0.375,1.0,6,467.6666666666667,0.0,0.3125
campaign25-fixed,1.5,0.5,41000181,0.0,0.6875,0.6875,1.0,11,728.2727272727273,0.0,0.4375
campaign50-fixed,1.5,0.5,41000181,0.0,0.6875,0.6875,1.0,11,721.0,0.0,0.5
campaign75-fixed,1.5,0.5,41000181,0.0,0.6875,0.6875,1.0,11,702.8181818181819,0.0,0.4375
campaign-hedged,1.5,0.5,41000181,0.0,0.375,0.375,1.0,6,718.5,0.0,0.3125
anchored25-fixed,1.5,0.5,41000181,0.0,0.5625,0.5625,1.0,9,648.7777777777778,0.0,0.4375
anchored50-fixed,1.5,0.5,41000181,0.0,0.5625,0.5625,1.0,9,657.1111111111111,0.0,0.4375
anchored75-fixed,1.5,0.5,41000181,0.0,0.625,0.625,1.0,10,714.5,0.0,0.375
telescoping-fixed,1.5,0.5,41000182,0.0,0.8125,0.8125,1.0,13,447.15384615384613,0.0,0.6875
telescoping-hedged,1.5,0.5,41000182,0.0,0.6875,0.6875,1.0,11,432.3636363636364,0.0,0.6875
campaign25-fixed,1.5,0.5,41000182,0.0,0.875,0.875,1.0,14,431.35714285714283,0.0,0.8125
campaign50-fixed,1.5,0.5,41000182,0.0,0.9375,0.9375,1.0,15,449.6666666666667,0.0,0.8125
campaign75-fixed,1.5,0.5,41000182,0.0,1.0,1.0,1.0,16,426.9375,0.0,0.9375
campaign-hedged,1.5,0.5,41000182,0.0,0.8125,0.8125,1.0,13,507.9230769230769,0.0,0.8125
anchored25-fixed,1.5,0.5,41000182,0.0,0.8125,0.8125,1.0,13,444.46153846153845,0.0,0.8125
anchored50-fixed,1.5,0.5,41000182,0.0,0.8125,0.8125,1.0,13,436.38461538461536,0.0,0.8125
anchored75-fixed,1.5,0.5,41000182,0.0,0.875,0.875,1.0,14,439.92857142857144,0.0,0.8125
telescoping-fixed,1.5,0.5,41000183,0.0,0.5625,0.5625,1.0,9,623.2222222222222,0.0,0.5
telescoping-hedged,1.5,0.5,41000183,0.0,0.5,0.5,1.0,8,799.125,0.0,0.5
campaign25-fixed,1.5,0.5,41000183,0.0,0.5625,0.5625,1.0,9,619.8888888888889,0.0,0.5
campaign50-fixed,1.5,0.5,41000183,0.0,0.5625,0.5625,1.0,9,607.1111111111111,0.0,0.5
campaign75-fixed,1.5,0.5,41000183,0.0,0.625,0.625,1.0,10,663.0,0.0,0.5
campaign-hedged,1.5,0.5,41000183,0.0,0.5,0.5,1.0,8,785.375,0.0,0.5
anchored25-fixed,1.5,0.5,41000183,0.0,0.5625,0.5625,1.0,9,624.8888888888889,0.0,0.5
anchored50-fixed,1.5,0.5,41000183,0.0,0.5625,0.5625,1.0,9,643.7777777777778,0.0,0.5
anchored75-fixed,1.5,0.5,41000183,0.0,0.5625,0.5625,1.0,9,693.7777777777778,0.0,0.5
telescoping-fixed,1.5,0.5,41000184,0.0,0.9375,0.9375,1.0,15,626.0,0.0,0.9375
telescoping-hedged,1.5,0.5,41000184,0.0,0.875,0.875,1.0,14,706.3571428571429,0.0,0.75
campaign25-fixed,1.5,0.5,41000184,0.0,0.9375,0.9375,1.0,15,624.3333333333334,0.0,0.9375
campaign50-fixed,1.5,0.5,41000184,0.0,0.9375,0.9375,1.0,15,634.3333333333334,0.0,0.9375
campaign75-fixed,1.5,0.5,41000184,0.0625,0.9375,0.9375,1.0,16,636.3333333333334,0.0,0.9375
campaign-hedged,1.5,0.5,41000184,0.0,0.9375,0.9375,1.0,15,688.6666666666666,0.0,0.9375
anchored25-fixed,1.5,0.5,41000184,0.0,0.9375,0.9375,1.0,15,638.6666666666666,0.0,0.9375
anchored50-fixed,1.5,0.5,41000184,0.0,0.9375,0.9375,1.0,15,641.0,0.0,0.9375
anchored75-fixed,1.5,0.5,41000184,0.0,0.9375,0.9375,1.0,15,644.3333333333334,0.0,0.9375
telescoping-fixed,1.5,0.5,41000185,0.0,0.9375,0.9375,1.0,15,655.6666666666666,0.0,0.9375
telescoping-hedged,1.5,0.5,41000185,0.0,0.625,0.625,1.0,10,651.0,0.0,0.5625
campaign25-fixed,1.5,0.5,41000185,0.0,0.9375,0.9375,1.0,15,618.3333333333334,0.0,0.9375
campaign50-fixed,1.5,0.5,41000185,0.0,0.9375,0.9375,1.0,15,643.3333333333334,0.0,0.9375
campaign75-fixed,1.5,0.5,41000185,0.0,0.9375,0.9375,1.0,15,641.0,0.0,0.9375
campaign-hedged,1.5,0.5,41000185,0.0,0.875,0.875,1.0,14,665.6428571428571,0.0,0.875
anchored25-fixed,1.5,0.5,41000185,0.0,0.9375,0.9375,1.0,15,638.0,0.0,0.9375
anchored50-fixed,1.5,0.5,41000185,0.0,0.9375,0.9375,1.0,15,647.6666666666666,0.0,0.9375
anchored75-fixed,1.5,0.5,41000185,0.0,0.9375,0.9375,1.0,15,661.6666666666666,0.0,0.9375
telescoping-fixed,1.5,0.5,41000186,0.0,0.5,0.5,1.0,8,786.0,0.0,0.25
telescoping-hedged,1.5,0.5,41000186,0.0,0.3125,0.3125,1.0,5,791.0,0.0,0.125
campaign25-fixed,1.5,0.5,41000186,0.0,0.5,0.5,1.0,8,797.875,0.0,0.375
campaign50-fixed,1.5,0.5,41000186,0.0,0.5,0.5,1.0,8,794.125,0.0,0.3125
campaign75-fixed,1.5,0.5,41000186,0.0,0.5,0.5,1.0,8,810.375,0.0,0.3125
campaign-hedged,1.5,0.5,41000186,0.0,0.25,0.25,1.0,4,724.75,0.0,0.0
anchored25-fixed,1.5,0.5,41000186,0.0,0.5,0.5,1.0,8,799.125,0.0,0.125
anchored50-fixed,1.5,0.5,41000186,0.0,0.4375,0.4375,1.0,7,816.7142857142857,0.0,0.125
anchored75-fixed,1.5,0.5,41000186,0.0,0.4375,0.4375,1.0,7,833.8571428571429,0.0,0.0
telescoping-fixed,1.5,0.5,41000187,0.0,0.5,0.5,1.0,8,819.75,0.0,0.4375
telescoping-hedged,1.5,0.5,41000187,0.0,0.4375,0.4375,1.0,7,896.7142857142857,0.0,0.25
campaign25-fixed,1.5,0.5,41000187,0.0,0.5,0.5,1.0,8,807.875,0.0,0.4375
campaign50-fixed,1.5,0.5,41000187,0.0,0.5,0.5,1.0,8,882.25,0.0,0.4375
campaign75-fixed,1.5,0.5,41000187,0.0,0.5,0.5,1.0,8,884.75,0.0,0.3125
campaign-hedged,1.5,0.5,41000187,0.0,0.375,0.375,1.0,6,856.8333333333334,0.0,0.25
anchored25-fixed,1.5,0.5,41000187,0.0,0.5,0.5,1.0,8,824.75,0.0,0.4375
anchored50-fixed,1.5,0.5,41000187,0.0,0.5,0.5,1.0,8,881.625,0.0,0.4375
anchored75-fixed,1.5,0.5,41000187,0.0,0.5,0.5,1.0,8,898.5,0.0,0.25
telescoping-fixed,1.5,0.5,41000188,0.0,1.0,1.0,1.0,16,687.25,0.0,1.0
telescoping-hedged,1.5,0.5,41000188,0.0,1.0,1.0,1.0,16,813.5,0.0,1.0
campaign25-fixed,1.5,0.5,41000188,0.058823529411764705,1.0,1.0,1.0,17,643.8125,0.058823529411764705,1.0
campaign50-fixed,1.5,0.5,41000188,0.058823529411764705,1.0,1.0,1.0,17,639.75,0.058823529411764705,1.0
campaign75-fixed,1.5,0.5,41000188,0.058823529411764705,1.0,1.0,1.0,17,655.0625,0.058823529411764705,1.0
campaign-hedged,1.5,0.5,41000188,0.058823529411764705,1.0,1.0,1.0,17,769.75,0.058823529411764705,1.0
anchored25-fixed,1.5,0.5,41000188,0.058823529411764705,1.0,1.0,1.0,17,681.625,0.058823529411764705,1.0
anchored50-fixed,1.5,0.5,41000188,0.058823529411764705,1.0,1.0,1.0,17,684.125,0.058823529411764705,1.0
anchored75-fixed,1.5,0.5,41000188,0.058823529411764705,1.0,1.0,1.0,17,712.5625,0.058823529411764705,1.0
telescoping-fixed,1.5,0.5,41000189,0.0,0.5,0.5,1.0,8,661.625,0.0,0.4375
telescoping-hedged,1.5,0.5,41000189,0.0,0.3125,0.3125,1.0,5,765.0,0.0,0.25
campaign25-fixed,1.5,0.5,41000189,0.0,0.5625,0.5625,1.0,9,725.4444444444445,0.0,0.375
campaign50-fixed,1.5,0.5,41000189,0.0,0.625,0.625,1.0,10,762.0,0.0,0.375
campaign75-fixed,1.5,0.5,41000189,0.0,0.6875,0.6875,1.0,11,809.6363636363636,0.0,0.4375
campaign-hedged,1.5,0.5,41000189,0.0,0.25,0.25,1.0,4,693.5,0.0,0.25
anchored25-fixed,1.5,0.5,41000189,0.0,0.5,0.5,1.0,8,722.25,0.0,0.375
anchored50-fixed,1.5,0.5,41000189,0.0,0.5,0.5,1.0,8,801.625,0.0,0.3125
anchored75-fixed,1.5,0.5,41000189,0.0,0.4375,0.4375,1.0,7,763.1428571428571,0.0,0.3125
telescoping-fixed,1.5,0.5,41000190,0.0,0.5,0.5,1.0,8,422.25,0.0,0.0625
telescoping-hedged,1.5,0.5,41000190,0.0,0.25,0.25,1.0,4,327.25,0.0,0.125
campaign25-fixed,1.5,0.5,41000190,0.0,0.4375,0.4375,1.0,7,409.57142857142856,0.0,0.0625
campaign50-fixed,1.5,0.5,41000190,0.0,0.4375,0.4375,1.0,7,419.57142857142856,0.0,0.0625
campaign75-fixed,1.5,0.5,41000190,0.0,0.4375,0.4375,1.0,7,421.7142857142857,0.0,0.0625
campaign-hedged,1.5,0.5,41000190,0.0,0.1875,0.1875,1.0,3,276.0,0.0,0.0625
anchored25-fixed,1.5,0.5,41000190,0.0,0.4375,0.4375,1.0,7,403.14285714285717,0.0,0.0625
anchored50-fixed,1.5,0.5,41000190,0.0,0.375,0.375,1.0,6,381.8333333333333,0.0,0.0625
anchored75-fixed,1.5,0.5,41000190,0.0,0.375,0.375,1.0,6,398.5,0.0,0.0625
telescoping-fixed,1.5,0.5,41000191,0.0,0.75,0.75,1.0,12,562.0833333333334,0.0,0.6875
telescoping-hedged,1.5,0.5,41000191,0.0,0.6875,0.6875,1.0,11,640.3636363636364,0.0,0.5625
campaign25-fixed,1.5,0.5,41000191,0.0,0.8125,0.8125,1.0,13,602.0,0.0,0.8125
campaign50-fixed,1.5,0.5,41000191,0.0,0.8125,0.8125,1.0,13,568.3076923076923,0.0,0.8125
campaign75-fixed,1.5,0.5,41000191,0.0,0.875,0.875,1.0,14,612.6428571428571,0.0,0.875
campaign-hedged,1.5,0.5,41000191,0.0,0.6875,0.6875,1.0,11,661.4545454545455,0.0,0.625
anchored25-fixed,1.5,0.5,41000191,0.0,0.75,0.75,1.0,12,564.5833333333334,0.0,0.6875
anchored50-fixed,1.5,0.5,41000191,0.0,0.75,0.75,1.0,12,609.5833333333334,0.0,0.6875
anchored75-fixed,1.5,0.5,41000191,0.0,0.8125,0.8125,1.0,13,696.0769230769231,0.0,0.8125
telescoping-fixed,1.5,0.5,41000192,0.0,0.3125,0.3125,1.0,5,625.0,0.0,0.1875
telescoping-hedged,1.5,0.5,41000192,0.0,0.25,0.25,1.0,4,732.25,0.0,0.125
campaign25-fixed,1.5,0.5,41000192,0.0,0.3125,0.3125,1.0,5,648.0,0.0,0.1875
campaign50-fixed,1.5,0.5,41000192,0.0,0.25,0.25,1.0,4,601.0,0.0,0.125
campaign75-fixed,1.5,0.5,41000192,0.0,0.25,0.25,1.0,4,632.25,0.0,0.125
campaign-hedged,1.5,0.5,41000192,0.0,0.1875,0.1875,1.0,3,781.0,0.0,0.125
anchored25-fixed,1.5,0.5,41000192,0.0,0.3125,0.3125,1.0,5,650.0,0.0,0.125
anchored50-fixed,1.5,0.5,41000192,0.0,0.25,0.25,1.0,4,601.0,0.0,0.125
anchored75-fixed,1.5,0.5,41000192,0.0,0.25,0.25,1.0,4,608.5,0.0,0.125
telescoping-fixed,1.5,0.5,41000193,0.0,0.6875,0.6875,1.0,11,749.1818181818181,0.0,0.5625
telescoping-hedged,1.5,0.5,41000193,0.0,0.4375,0.4375,1.0,7,746.0,0.0,0.4375
campaign25-fixed,1.5,0.5,41000193,0.0,0.6875,0.6875,1.0,11,746.4545454545455,0.0,0.625
campaign50-fixed,1.5,0.5,41000193,0.0,0.75,0.75,1.0,12,768.9166666666666,0.0,0.6875
campaign75-fixed,1.5,0.5,41000193,0.0,0.6875,0.6875,1.0,11,751.4545454545455,0.0,0.6875
campaign-hedged,1.5,0.5,41000193,0.0,0.625,0.625,1.0,10,837.5,0.0,0.4375
anchored25-fixed,1.5,0.5,41000193,0.0,0.6875,0.6875,1.0,11,756.9090909090909,0.0,0.5625
anchored50-fixed,1.5,0.5,41000193,0.0,0.6875,0.6875,1.0,11,763.7272727272727,0.0,0.5625
anchored75-fixed,1.5,0.5,41000193,0.0,0.625,0.625,1.0,10,756.0,0.0,0.5625
telescoping-fixed,1.5,0.5,41000194,0.0,0.0625,0.0625,1.0,1,701.0,0.0,0.0625
telescoping-hedged,1.5,0.5,41000194,0.0,0.0625,0.0625,1.0,1,716.0,0.0,0.0625
campaign25-fixed,1.5,0.5,41000194,0.0,0.125,0.125,1.0,2,908.5,0.0,0.0625
campaign50-fixed,1.5,0.5,41000194,0.0,0.125,0.125,1.0,2,903.5,0.0,0.125
campaign75-fixed,1.5,0.5,41000194,0.0,0.125,0.125,1.0,2,953.5,0.0,0.125
campaign-hedged,1.5,0.5,41000194,0.0,0.0625,0.0625,1.0,1,826.0,0.0,0.0625
anchored25-fixed,1.5,0.5,41000194,0.0,0.0625,0.0625,1.0,1,701.0,0.0,0.0625
anchored50-fixed,1.5,0.5,41000194,0.0,0.0625,0.0625,1.0,1,701.0,0.0,0.0625
anchored75-fixed,1.5,0.5,41000194,0.0,0.0625,0.0625,1.0,1,701.0,0.0,0.0625
telescoping-fixed,1.5,0.5,41000195,0.0,0.1875,0.1875,1.0,3,861.0,0.0,0.1875
telescoping-hedged,1.5,0.5,41000195,0.0,0.125,0.125,1.0,2,883.5,0.0,0.125
campaign25-fixed,1.5,0.5,41000195,0.0,0.1875,0.1875,1.0,3,942.6666666666666,0.0,0.1875
campaign50-fixed,1.5,0.5,41000195,0.0,0.1875,0.1875,1.0,3,952.6666666666666,0.0,0.1875
campaign75-fixed,1.5,0.5,41000195,0.0,0.125,0.125,1.0,2,883.5,0.0,0.0625
campaign-hedged,1.5,0.5,41000195,0.0,0.0,0.0,1.0,0,,0.0,0.0
anchored25-fixed,1.5,0.5,41000195,0.0,0.1875,0.1875,1.0,3,942.6666666666666,0.0,0.1875
anchored50-fixed,1.5,0.5,41000195,0.0,0.125,0.125,1.0,2,831.0,0.0,0.125
anchored75-fixed,1.5,0.5,41000195,0.0,0.0,0.0,1.0,0,,0.0,0.0
telescoping-fixed,1.5,0.5,41000196,0.0,0.0,0.0,1.0,0,,0.0,0.0
telescoping-hedged,1.5,0.5,41000196,0.0,0.0,0.0,1.0,0,,0.0,0.0
campaign25-fixed,1.5,0.5,41000196,0.0,0.0,0.0,1.0,0,,0.0,0.0
campaign50-fixed,1.5,0.5,41000196,0.0,0.0,0.0,1.0,0,,0.0,0.0
campaign75-fixed,1.5,0.5,41000196,0.0,0.0,0.0,1.0,0,,0.0,0.0
campaign-hedged,1.5,0.5,41000196,0.0,0.0,0.0,1.0,0,,0.0,0.0
anchored25-fixed,1.5,0.5,41000196,0.0,0.0,0.0,1.0,0,,0.0,0.0
anchored50-fixed,1.5,0.5,41000196,0.0,0.0,0.0,1.0,0,,0.0,0.0
anchored75-fixed,1.5,0.5,41000196,0.0,0.0,0.0,1.0,0,,0.0,0.0
telescoping-fixed,1.5,0.5,41000197,0.0,0.5625,0.5625,1.0,9,472.6666666666667,0.0,0.3125
telescoping-hedged,1.5,0.5,41000197,0.0,0.3125,0.3125,1.0,5,390.0,0.0,0.125
campaign25-fixed,1.5,0.5,41000197,0.0,0.625,0.625,1.0,10,494.5,0.0,0.3125
campaign50-fixed,1.5,0.5,41000197,0.0,0.625,0.625,1.0,10,520.5,0.0,0.3125
campaign75-fixed,1.5,0.5,41000197,0.0,0.75,0.75,1.0,12,568.9166666666666,0.0,0.3125
campaign-hedged,1.5,0.5,41000197,0.0,0.4375,0.4375,1.0,7,522.4285714285714,0.0,0.3125
anchored25-fixed,1.5,0.5,41000197,0.0,0.5625,0.5625,1.0,9,498.77777777777777,0.0,0.3125
anchored50-fixed,1.5,0.5,41000197,0.0,0.625,0.625,1.0,10,510.5,0.0,0.3125
anchored75-fixed,1.5,0.5,41000197,0.0,0.625,0.625,1.0,10,547.5,0.0,0.3125
telescoping-fixed,1.5,0.5,41000198,0.0,0.1875,0.1875,1.0,3,901.0,0.0,0.0625
telescoping-hedged,1.5,0.5,41000198,0.0,0.1875,0.1875,1.0,3,924.3333333333334,0.0,0.125
campaign25-fixed,1.5,0.5,41000198,0.0,0.1875,0.1875,1.0,3,901.0,0.0,0.0625
campaign50-fixed,1.5,0.5,41000198,0.0,0.25,0.25,1.0,4,963.5,0.0,0.0625
campaign75-fixed,1.5,0.5,41000198,0.0,0.1875,0.1875,1.0,3,896.0,0.0,0.0625
campaign-hedged,1.5,0.5,41000198,0.0,0.125,0.125,1.0,2,1131.0,0.0,0.0
anchored25-fixed,1.5,0.5,41000198,0.0,0.1875,0.1875,1.0,3,901.0,0.0,0.0625
anchored50-fixed,1.5,0.5,41000198,0.0,0.1875,0.1875,1.0,3,941.0,0.0,0.0625
anchored75-fixed,1.5,0.5,41000198,0.0,0.1875,0.1875,1.0,3,971.0,0.0,0.0625
telescoping-fixed,1.5,0.5,41000199,0.0,0.8125,0.8125,1.0,13,491.7692307692308,0.0,0.5
telescoping-hedged,1.5,0.5,41000199,0.0,0.6875,0.6875,1.0,11,567.8181818181819,0.0,0.5
campaign25-fixed,1.5,0.5,41000199,0.0,0.875,0.875,1.0,14,530.6428571428571,0.0,0.5
campaign50-fixed,1.5,0.5,41000199,0.0,0.875,0.875,1.0,14,528.8571428571429,0.0,0.5625
campaign75-fixed,1.5,0.5,41000199,0.0,0.875,0.875,1.0,14,526.3571428571429,0.0,0.5
campaign-hedged,1.5,0.5,41000199,0.0,0.875,0.875,1.0,14,616.3571428571429,0.0,0.5
anchored25-fixed,1.5,0.5,41000199,0.0,0.8125,0.8125,1.0,13,495.2307692307692,0.0,0.4375
anchored50-fixed,1.5,0.5,41000199,0.0,0.875,0.875,1.0,14,550.6428571428571,0.0,0.4375
anchored75-fixed,1.5,0.5,41000199,0.0,0.875,0.875,1.0,14,568.8571428571429,0.0,0.5
telescoping-fixed,2.0,0.5,41000200,0.0,0.8125,0.8125,1.0,13,575.6153846153846,0.0,0.8125
telescoping-hedged,2.0,0.5,41000200,0.0,0.6875,0.6875,1.0,11,667.8181818181819,0.0,0.625
campaign25-fixed,2.0,0.5,41000200,0.0,0.875,0.875,1.0,14,565.6428571428571,0.0,0.875
campaign50-fixed,2.0,0.5,41000200,0.0,0.875,0.875,1.0,14,553.5,0.0,0.875
campaign75-fixed,2.0,0.5,41000200,0.0,0.875,0.875,1.0,14,588.8571428571429,0.0,0.875
campaign-hedged,2.0,0.5,41000200,0.0,0.8125,0.8125,1.0,13,735.2307692307693,0.0,0.75
anchored25-fixed,2.0,0.5,41000200,0.0,0.8125,0.8125,1.0,13,609.8461538461538,0.0,0.8125
anchored50-fixed,2.0,0.5,41000200,0.0,0.875,0.875,1.0,14,628.1428571428571,0.0,0.8125
anchored75-fixed,2.0,0.5,41000200,0.0,0.875,0.875,1.0,14,644.5714285714286,0.0,0.875
telescoping-fixed,2.0,0.5,41000201,0.0,1.0,1.0,1.0,16,396.0,0.0,1.0
telescoping-hedged,2.0,0.5,41000201,0.0,1.0,1.0,1.0,16,481.625,0.0,1.0
campaign25-fixed,2.0,0.5,41000201,0.0,1.0,1.0,1.0,16,380.375,0.0,1.0
campaign50-fixed,2.0,0.5,41000201,0.0,1.0,1.0,1.0,16,368.5,0.0,1.0
campaign75-fixed,2.0,0.5,41000201,0.0,1.0,1.0,1.0,16,384.125,0.0,1.0
campaign-hedged,2.0,0.5,41000201,0.0,1.0,1.0,1.0,16,451.9375,0.0,1.0
anchored25-fixed,2.0,0.5,41000201,0.0,1.0,1.0,1.0,16,389.4375,0.0,1.0
anchored50-fixed,2.0,0.5,41000201,0.0,1.0,1.0,1.0,16,395.375,0.0,1.0
anchored75-fixed,2.0,0.5,41000201,0.0,1.0,1.0,1.0,16,409.75,0.0,1.0
telescoping-fixed,2.0,0.5,41000202,0.0,1.0,1.0,1.0,16,315.0625,0.0,1.0
telescoping-hedged,2.0,0.5,41000202,0.0,1.0,1.0,1.0,16,390.6875,0.0,1.0
campaign25-fixed,2.0,0.5,41000202,0.0,1.0,1.0,1.0,16,268.1875,0.0,1.0
campaign50-fixed,2.0,0.5,41000202,0.0,1.0,1.0,1.0,16,272.5625,0.0,1.0
campaign75-fixed,2.0,0.5,41000202,0.0,1.0,1.0,1.0,16,272.5625,0.0,1.0
campaign-hedged,2.0,0.5,41000202,0.0,1.0,1.0,1.0,16,348.1875,0.0,1.0
anchored25-fixed,2.0,0.5,41000202,0.0,1.0,1.0,1.0,16,312.5625,0.0,1.0
anchored50-fixed,2.0,0.5,41000202,0.0,1.0,1.0,1.0,16,316.0,0.0,1.0
anchored75-fixed,2.0,0.5,41000202,0.0,1.0,1.0,1.0,16,282.875,0.0,1.0
telescoping-fixed,2.0,0.5,41000203,0.0,1.0,1.0,1.0,16,478.1875,0.0,1.0
telescoping-hedged,2.0,0.5,41000203,0.0,1.0,1.0,1.0,16,564.75,0.0,1.0
campaign25-fixed,2.0,0.5,41000203,0.0,1.0,1.0,1.0,16,457.875,0.0,1.0
campaign50-fixed,2.0,0.5,41000203,0.0,1.0,1.0,1.0,16,439.125,0.0,1.0
campaign75-fixed,2.0,0.5,41000203,0.0,1.0,1.0,1.0,16,431.3125,0.0,1.0
campaign-hedged,2.0,0.5,41000203,0.0,1.0,1.0,1.0,16,538.8125,0.0,1.0
anchored25-fixed,2.0,0.5,41000203,0.0,1.0,1.0,1.0,16,471.0,0.0,1.0
anchored50-fixed,2.0,0.5,41000203,0.0,1.0,1.0,1.0,16,474.75,0.0,1.0
anchored75-fixed,2.0,0.5,41000203,0.0,1.0,1.0,1.0,16,508.5,0.0,0.9375
telescoping-fixed,2.0,0.5,41000204,0.0,1.0,1.0,1.0,16,635.6875,0.0,1.0
telescoping-hedged,2.0,0.5,41000204,0.0,1.0,1.0,1.0,16,677.25,0.0,0.9375
campaign25-fixed,2.0,0.5,41000204,0.0,1.0,1.0,1.0,16,603.5,0.0,1.0
campaign50-fixed,2.0,0.5,41000204,0.0,1.0,1.0,1.0,16,597.875,0.0,1.0
campaign75-fixed,2.0,0.5,41000204,0.0,1.0,1.0,1.0,16,594.75,0.0,1.0
campaign-hedged,2.0,0.5,41000204,0.0,1.0,1.0,1.0,16,654.75,0.0,1.0
anchored25-fixed,2.0,0.5,41000204,0.0,1.0,1.0,1.0,16,618.5,0.0,1.0
anchored50-fixed,2.0,0.5,41000204,0.0,1.0,1.0,1.0,16,621.625,0.0,1.0
anchored75-fixed,2.0,0.5,41000204,0.0,1.0,1.0,1.0,16,622.5625,0.0,1.0
telescoping-fixed,2.0,0.5,41000205,0.0,1.0,1.0,1.0,16,376.9375,0.0,1.0
telescoping-hedged,2.0,0.5,41000205,0.0,1.0,1.0,1.0,16,504.75,0.0,1.0
campaign25-fixed,2.0,0.5,41000205,0.0,1.0,1.0,1.0,16,342.5625,0.0,1.0
campaign50-fixed,2.0,0.5,41000205,0.0,1.0,1.0,1.0,16,330.6875,0.0,1.0
campaign75-fixed,2.0,0.5,41000205,0.0,1.0,1.0,1.0,16,314.4375,0.0,1.0
campaign-hedged,2.0,0.5,41000205,0.0,1.0,1.0,1.0,16,475.375,0.0,1.0
anchored25-fixed,2.0,0.5,41000205,0.0,1.0,1.0,1.0,16,369.4375,0.0,1.0
anchored50-fixed,2.0,0.5,41000205,0.0,1.0,1.0,1.0,16,370.0625,0.0,1.0
anchored75-fixed,2.0,0.5,41000205,0.0,1.0,1.0,1.0,16,394.75,0.0,1.0
telescoping-fixed,2.0,0.5,41000206,0.0,1.0,1.0,1.0,16,333.5,0.0,0.875
telescoping-hedged,2.0,0.5,41000206,0.0,1.0,1.0,1.0,16,408.8125,0.0,0.8125
campaign25-fixed,2.0,0.5,41000206,0.0,1.0,1.0,1.0,16,326.9375,0.0,0.875
campaign50-fixed,2.0,0.5,41000206,0.0,1.0,1.0,1.0,16,321.3125,0.0,0.875
campaign75-fixed,2.0,0.5,41000206,0.0,1.0,1.0,1.0,16,346.9375,0.0,0.875
campaign-hedged,2.0,0.5,41000206,0.0,1.0,1.0,1.0,16,391.3125,0.0,0.875
anchored25-fixed,2.0,0.5,41000206,0.0,1.0,1.0,1.0,16,332.25,0.0,0.875
anchored50-fixed,2.0,0.5,41000206,0.0,1.0,1.0,1.0,16,343.1875,0.0,0.875
anchored75-fixed,2.0,0.5,41000206,0.0,1.0,1.0,1.0,16,356.625,0.0,0.875
telescoping-fixed,2.0,0.5,41000207,0.0,0.9375,0.9375,1.0,15,749.6666666666666,0.0,0.875
telescoping-hedged,2.0,0.5,41000207,0.0,0.9375,0.9375,1.0,15,795.8666666666667,0.0,0.875
campaign25-fixed,2.0,0.5,41000207,0.0,0.9375,0.9375,1.0,15,730.3333333333334,0.0,0.9375
campaign50-fixed,2.0,0.5,41000207,0.0,0.9375,0.9375,1.0,15,662.6666666666666,0.0,0.9375
campaign75-fixed,2.0,0.5,41000207,0.0,0.9375,0.9375,1.0,15,663.2,0.0,0.9375
campaign-hedged,2.0,0.5,41000207,0.0,0.9375,0.9375,1.0,15,762.0,0.0,0.9375
anchored25-fixed,2.0,0.5,41000207,0.0,0.9375,0.9375,1.0,15,739.0,0.0,0.9375
anchored50-fixed,2.0,0.5,41000207,0.0,0.9375,0.9375,1.0,15,742.5333333333333,0.0,0.9375
anchored75-fixed,2.0,0.5,41000207,0.0,0.875,0.875,1.0,14,705.6428571428571,0.0,0.875
telescoping-fixed,2.0,0.5,41000208,0.0,1.0,1.0,1.0,16,439.4375,0.0,1.0
