design,annual_sharpe,correlation,seed,fdp,end_to_end_power,conditional_power,proposal_recall,discoveries,delay,terminal_fdp,terminal_end_to_end_power
anchored75-fixed,1.5,0.5,41000150,0.0,0.9375,0.9375,1.0,15,413.3333333333333,0.0,0.9375
telescoping-fixed,1.5,0.5,41000151,0.0,0.9375,0.9375,1.0,15,621.6666666666666,0.0,0.875
telescoping-hedged,1.5,0.5,41000151,0.0,0.9375,0.9375,1.0,15,707.3333333333334,0.0,0.875
campaign25-fixed,1.5,0.5,41000151,0.0,1.0,1.0,1.0,16,610.6875,0.0,1.0
campaign50-fixed,1.5,0.5,41000151,0.058823529411764705,1.0,1.0,1.0,17,599.125,0.0,1.0
campaign75-fixed,1.5,0.5,41000151,0.058823529411764705,1.0,1.0,1.0,17,621.0,0.058823529411764705,1.0
campaign-hedged,1.5,0.5,41000151,0.0,1.0,1.0,1.0,16,688.1875,0.0,1.0
anchored25-fixed,1.5,0.5,41000151,0.0,1.0,1.0,1.0,16,623.8125,0.0,1.0
anchored50-fixed,1.5,0.5,41000151,0.0,1.0,1.0,1.0,16,617.25,0.0,1.0
anchored75-fixed,1.5,0.5,41000151,0.0,1.0,1.0,1.0,16,641.625,0.0,1.0
telescoping-fixed,1.5,0.5,41000152,0.0,0.625,0.625,1.0,10,342.5,0.0,0.625
telescoping-hedged,1.5,0.5,41000152,0.0,0.625,0.625,1.0,10,529.0,0.0,0.625
campaign25-fixed,1.5,0.5,41000152,0.0,0.625,0.625,1.0,10,343.5,0.0,0.625
campaign50-fixed,1.5,0.5,41000152,0.0,0.75,0.75,1.0,12,454.5833333333333,0.0,0.75
campaign75-fixed,1.5,0.5,41000152,0.0,0.8125,0.8125,1.0,13,446.7692307692308,0.0,0.75
campaign-hedged,1.5,0.5,41000152,0.0,0.625,0.625,1.0,10,548.5,0.0,0.625
anchored25-fixed,1.5,0.5,41000152,0.0,0.625,0.625,1.0,10,344.5,0.0,0.625
anchored50-fixed,1.5,0.5,41000152,0.0,0.625,0.625,1.0,10,352.5,0.0,0.625
anchored75-fixed,1.5,0.5,41000152,0.0,0.6875,0.6875,1.0,11,502.6363636363636,0.0,0.5
telescoping-fixed,1.5,0.5,41000153,0.0,0.125,0.125,1.0,2,1061.0,0.0,0.125
telescoping-hedged,1.5,0.5,41000153,0.0,0.1875,0.1875,1.0,3,1181.0,0.0,0.1875
campaign25-fixed,1.5,0.5,41000153,0.0,0.125,0.125,1.0,2,1111.0,0.0,0.125
campaign50-fixed,1.5,0.5,41000153,0.0,0.125,0.125,1.0,2,1143.5,0.0,0.125
campaign75-fixed,1.5,0.5,41000153,0.0,0.125,0.125,1.0,2,1176.0,0.0,0.125
campaign-hedged,1.5,0.5,41000153,0.0,0.125,0.125,1.0,2,1191.0,0.0,0.125
anchored25-fixed,1.5,0.5,41000153,0.0,0.125,0.125,1.0,2,1111.0,0.0,0.125
anchored50-fixed,1.5,0.5,41000153,0.0,0.125,0.125,1.0,2,1161.0,0.0,0.125
anchored75-fixed,1.5,0.5,41000153,0.0,0.125,0.125,1.0,2,1181.0,0.0,0.125
telescoping-fixed,1.5,0.5,41000154,0.0,1.0,1.0,1.0,16,462.25,0.0,1.0
telescoping-hedged,1.5,0.5,41000154,0.0,1.0,1.0,1.0,16,547.875,0.0,1.0
campaign25-fixed,1.5,0.5,41000154,0.0,1.0,1.0,1.0,16,449.125,0.0,1.0
campaign50-fixed,1.5,0.5,41000154,0.1111111111111111,1.0,1.0,1.0,18,416.9375,0.058823529411764705,1.0
campaign75-fixed,1.5,0.5,41000154,0.1111111111111111,1.0,1.0,1.0,18,412.5625,0.1111111111111111,1.0
campaign-hedged,1.5,0.5,41000154,0.0,1.0,1.0,1.0,16,509.125,0.0,1.0
anchored25-fixed,1.5,0.5,41000154,0.0,1.0,1.0,1.0,16,459.75,0.0,1.0
anchored50-fixed,1.5,0.5,41000154,0.0,1.0,1.0,1.0,16,458.1875,0.0,1.0
anchored75-fixed,1.5,0.5,41000154,0.0,1.0,1.0,1.0,16,453.1875,0.0,1.0
telescoping-fixed,1.5,0.5,41000155,0.0,0.125,0.125,1.0,2,733.5,0.0,0.0625
telescoping-hedged,1.5,0.5,41000155,0.0,0.125,0.125,1.0,2,913.5,0.0,0.125
campaign25-fixed,1.5,0.5,41000155,0.0,0.125,0.125,1.0,2,733.5,0.0,0.0625
campaign50-fixed,1.5,0.5,41000155,0.0,0.125,0.125,1.0,2,743.5,0.0,0.0625
campaign75-fixed,1.5,0.5,41000155,0.0,0.125,0.125,1.0,2,748.5,0.0,0.0625
campaign-hedged,1.5,0.5,41000155,0.0,0.125,0.125,1.0,2,1168.5,0.0,0.0625
anchored25-fixed,1.5,0.5,41000155,0.0,0.125,0.125,1.0,2,733.5,0.0,0.0625
anchored50-fixed,1.5,0.5,41000155,0.0,0.125,0.125,1.0,2,731.0,0.0,0.0625
anchored75-fixed,1.5,0.5,41000155,0.0,0.125,0.125,1.0,2,731.0,0.0,0.0625
telescoping-fixed,1.5,0.5,41000156,0.0,0.125,0.125,1.0,2,703.5,0.0,0.125
telescoping-hedged,1.5,0.5,41000156,0.0,0.125,0.125,1.0,2,746.0,0.0,0.125
campaign25-fixed,1.5,0.5,41000156,0.0,0.125,0.125,1.0,2,691.0,0.0,0.125
campaign50-fixed,1.5,0.5,41000156,0.0,0.125,0.125,1.0,2,676.0,0.0,0.125
campaign75-fixed,1.5,0.5,41000156,0.0,0.125,0.125,1.0,2,681.0,0.0,0.125
campaign-hedged,1.5,0.5,41000156,0.0,0.125,0.125,1.0,2,733.5,0.0,0.125
anchored25-fixed,1.5,0.5,41000156,0.0,0.125,0.125,1.0,2,693.5,0.0,0.125
anchored50-fixed,1.5,0.5,41000156,0.0,0.125,0.125,1.0,2,696.0,0.0,0.125
anchored75-fixed,1.5,0.5,41000156,0.0,0.125,0.125,1.0,2,708.5,0.0,0.125
telescoping-fixed,1.5,0.5,41000157,0.0,0.5,0.5,1.0,8,806.0,0.0,0.375
telescoping-hedged,1.5,0.5,41000157,0.0,0.375,0.375,1.0,6,1075.1666666666667,0.0,0.375
campaign25-fixed,1.5,0.5,41000157,0.0,0.625,0.625,1.0,10,939.5,0.0,0.4375
campaign50-fixed,1.5,0.5,41000157,0.0,0.625,0.625,1.0,10,1062.5,0.0,0.4375
campaign75-fixed,1.5,0.5,41000157,0.0,0.625,0.625,1.0,10,1056.5,0.0,0.5625
campaign-hedged,1.5,0.5,41000157,0.0,0.4375,0.4375,1.0,7,1115.2857142857142,0.0,0.4375
anchored25-fixed,1.5,0.5,41000157,0.0,0.5625,0.5625,1.0,9,924.3333333333334,0.0,0.375
anchored50-fixed,1.5,0.5,41000157,0.0,0.375,0.375,1.0,6,1068.5,0.0,0.375
anchored75-fixed,1.5,0.5,41000157,0.0,0.5,0.5,1.0,8,1099.75,0.0,0.1875
telescoping-fixed,1.5,0.5,41000158,0.0,0.4375,0.4375,1.0,7,952.4285714285714,0.0,0.4375
telescoping-hedged,1.5,0.5,41000158,0.0,0.3125,0.3125,1.0,5,992.0,0.0,0.3125
campaign25-fixed,1.5,0.5,41000158,0.0,0.5625,0.5625,1.0,9,954.8888888888889,0.0,0.5625
campaign50-fixed,1.5,0.5,41000158,0.0,0.5625,0.5625,1.0,9,962.1111111111111,0.0,0.5625
campaign75-fixed,1.5,0.5,41000158,0.0,0.5,0.5,1.0,8,917.875,0.0,0.5
campaign-hedged,1.5,0.5,41000158,0.0,0.375,0.375,1.0,6,1006.5,0.0,0.375
anchored25-fixed,1.5,0.5,41000158,0.0,0.5,0.5,1.0,8,952.875,0.0,0.5
anchored50-fixed,1.5,0.5,41000158,0.0,0.5,0.5,1.0,8,968.875,0.0,0.5
anchored75-fixed,1.5,0.5,41000158,0.0,0.4375,0.4375,1.0,7,948.1428571428571,0.0,0.375
telescoping-fixed,1.5,0.5,41000159,0.0,0.6875,0.6875,1.0,11,716.9090909090909,0.0,0.625
telescoping-hedged,1.5,0.5,41000159,0.0,0.625,0.625,1.0,10,875.5,0.0,0.5625
campaign25-fixed,1.5,0.5,41000159,0.0,0.6875,0.6875,1.0,11,723.2727272727273,0.0,0.625
campaign50-fixed,1.5,0.5,41000159,0.0,0.6875,0.6875,1.0,11,722.3636363636364,0.0,0.625
campaign75-fixed,1.5,0.5,41000159,0.0,0.6875,0.6875,1.0,11,746.4545454545455,0.0,0.625
campaign-hedged,1.5,0.5,41000159,0.0,0.6875,0.6875,1.0,11,879.6363636363636,0.0,0.625
anchored25-fixed,1.5,0.5,41000159,0.0,0.6875,0.6875,1.0,11,724.6363636363636,0.0,0.625
anchored50-fixed,1.5,0.5,41000159,0.0,0.6875,0.6875,1.0,11,752.8181818181819,0.0,0.625
anchored75-fixed,1.5,0.5,41000159,0.0,0.6875,0.6875,1.0,11,797.8181818181819,0.0,0.625
telescoping-fixed,1.5,0.5,41000160,0.0,0.1875,0.1875,1.0,3,361.0,0.0,0.0625
telescoping-hedged,1.5,0.5,41000160,0.0,0.0625,0.0625,1.0,1,841.0,0.0,0.0625
campaign25-fixed,1.5,0.5,41000160,0.0,0.1875,0.1875,1.0,3,361.0,0.0,0.0625
campaign50-fixed,1.5,0.5,41000160,0.0,0.1875,0.1875,1.0,3,381.0,0.0,0.0625
campaign75-fixed,1.5,0.5,41000160,0.0,0.25,0.25,1.0,4,452.25,0.0,0.0625
campaign-hedged,1.5,0.5,41000160,0.0,0.0625,0.0625,1.0,1,811.0,0.0,0.0625
anchored25-fixed,1.5,0.5,41000160,0.0,0.1875,0.1875,1.0,3,381.0,0.0,0.0625
anchored50-fixed,1.5,0.5,41000160,0.0,0.1875,0.1875,1.0,3,381.0,0.0,0.0625
anchored75-fixed,1.5,0.5,41000160,0.0,0.0625,0.0625,1.0,1,616.0,0.0,0.0625
telescoping-fixed,1.5,0.5,41000161,0.0,0.125,0.125,1.0,2,1013.5,0.0,0.125
telescoping-hedged,1.5,0.5,41000161,0.0,0.125,0.125,1.0,2,1038.5,0.0,0.125
campaign25-fixed,1.5,0.5,41000161,0.0,0.125,0.125,1.0,2,1013.5,0.0,0.125
campaign50-fixed,1.5,0.5,41000161,0.0,0.1875,0.1875,1.0,3,1056.0,0.0,0.1875
campaign75-fixed,1.5,0.5,41000161,0.0,0.1875,0.1875,1.0,3,1057.6666666666667,0.0,0.1875
campaign-hedged,1.5,0.5,41000161,0.0,0.125,0.125,1.0,2,1058.5,0.0,0.125
anchored25-fixed,1.5,0.5,41000161,0.0,0.125,0.125,1.0,2,1023.5,0.0,0.125
anchored50-fixed,1.5,0.5,41000161,0.0,0.125,0.125,1.0,2,1038.5,0.0,0.125
anchored75-fixed,1.5,0.5,41000161,0.0,0.125,0.125,1.0,2,1058.5,0.0,0.0625
telescoping-fixed,1.5,0.5,41000162,0.0,0.75,0.75,1.0,12,828.5,0.0,0.75
telescoping-hedged,1.5,0.5,41000162,0.0,0.5,0.5,1.0,8,865.375,0.0,0.5
campaign25-fixed,1.5,0.5,41000162,0.0,0.8125,0.8125,1.0,13,834.0769230769231,0.0,0.8125
campaign50-fixed,1.5,0.5,41000162,0.0,0.875,0.875,1.0,14,902.4285714285714,0.0,0.875
campaign75-fixed,1.5,0.5,41000162,0.0,0.9375,0.9375,1.0,15,894.3333333333334,0.0,0.9375
campaign-hedged,1.5,0.5,41000162,0.0,0.75,0.75,1.0,12,935.1666666666666,0.0,0.6875
anchored25-fixed,1.5,0.5,41000162,0.0,0.8125,0.8125,1.0,13,842.9230769230769,0.0,0.75
anchored50-fixed,1.5,0.5,41000162,0.0,0.8125,0.8125,1.0,13,900.6153846153846,0.0,0.75
anchored75-fixed,1.5,0.5,41000162,0.0,0.8125,0.8125,1.0,13,920.2307692307693,0.0,0.75
telescoping-fixed,1.5,0.5,41000163,0.0,0.375,0.375,1.0,6,756.0,0.0,0.1875
telescoping-hedged,1.5,0.5,41000163,0.0,0.3125,0.3125,1.0,5,790.0,0.0,0.25
campaign25-fixed,1.5,0.5,41000163,0.0,0.375,0.375,1.0,6,736.0,0.0,0.25
campaign50-fixed,1.5,0.5,41000163,0.0,0.375,0.375,1.0,6,736.8333333333334,0.0,0.25
campaign75-fixed,1.5,0.5,41000163,0.0,0.3125,0.3125,1.0,5,728.0,0.0,0.25
campaign-hedged,1.5,0.5,41000163,0.0,0.375,0.375,1.0,6,872.6666666666666,0.0,0.25
anchored25-fixed,1.5,0.5,41000163,0.0,0.375,0.375,1.0,6,743.5,0.0,0.25
anchored50-fixed,1.5,0.5,41000163,0.0,0.375,0.375,1.0,6,750.1666666666666,0.0,0.25
anchored75-fixed,1.5,0.5,41000163,0.0,0.3125,0.3125,1.0,5,663.0,0.0,0.1875
telescoping-fixed,1.5,0.5,41000164,0.0,0.75,0.75,1.0,12,586.0,0.0,0.6875
telescoping-hedged,1.5,0.5,41000164,0.0,0.5625,0.5625,1.0,9,613.7777777777778,0.0,0.5625
campaign25-fixed,1.5,0.5,41000164,0.0,0.6875,0.6875,1.0,11,570.0909090909091,0.0,0.6875
campaign50-fixed,1.5,0.5,41000164,0.0,0.75,0.75,1.0,12,577.6666666666666,0.0,0.75
campaign75-fixed,1.5,0.5,41000164,0.0,0.875,0.875,1.0,14,673.8571428571429,0.0,0.875
campaign-hedged,1.5,0.5,41000164,0.0,0.6875,0.6875,1.0,11,684.1818181818181,0.0,0.6875
anchored25-fixed,1.5,0.5,41000164,0.0,0.6875,0.6875,1.0,11,579.6363636363636,0.0,0.6875
anchored50-fixed,1.5,0.5,41000164,0.0,0.6875,0.6875,1.0,11,581.0,0.0,0.6875
anchored75-fixed,1.5,0.5,41000164,0.0,0.75,0.75,1.0,12,660.5833333333334,0.0,0.75
telescoping-fixed,1.5,0.5,41000165,0.0,0.375,0.375,1.0,6,533.5,0.0,0.125
telescoping-hedged,1.5,0.5,41000165,0.0,0.3125,0.3125,1.0,5,490.0,0.0,0.125
campaign25-fixed,1.5,0.5,41000165,0.0,0.375,0.375,1.0,6,522.6666666666666,0.0,0.125
campaign50-fixed,1.5,0.5,41000165,0.0,0.375,0.375,1.0,6,488.5,0.0,0.125
campaign75-fixed,1.5,0.5,41000165,0.0,0.375,0.375,1.0,6,720.1666666666666,0.0,0.125
campaign-hedged,1.5,0.5,41000165,0.0,0.3125,0.3125,1.0,5,865.0,0.0,0.125
anchored25-fixed,1.5,0.5,41000165,0.0,0.375,0.375,1.0,6,527.6666666666666,0.0,0.125
anchored50-fixed,1.5,0.5,41000165,0.0,0.375,0.375,1.0,6,558.5,0.0,0.125
anchored75-fixed,1.5,0.5,41000165,0.0,0.375,0.375,1.0,6,565.1666666666666,0.0,0.125
telescoping-fixed,1.5,0.5,41000166,0.0,0.75,0.75,1.0,12,895.1666666666666,0.0,0.75
telescoping-hedged,1.5,0.5,41000166,0.0,0.8125,0.8125,1.0,13,982.5384615384615,0.0,0.6875
campaign25-fixed,1.5,0.5,41000166,0.0,0.8125,0.8125,1.0,13,885.6153846153846,0.0,0.8125
campaign50-fixed,1.5,0.5,41000166,0.0,0.9375,0.9375,1.0,15,881.6666666666666,0.0,0.9375
campaign75-fixed,1.5,0.5,41000166,0.0,0.9375,0.9375,1.0,15,876.3333333333334,0.0,0.9375
campaign-hedged,1.5,0.5,41000166,0.0,0.875,0.875,1.0,14,963.8571428571429,0.0,0.6875
anchored25-fixed,1.5,0.5,41000166,0.0,0.8125,0.8125,1.0,13,901.0,0.0,0.75
anchored50-fixed,1.5,0.5,41000166,0.0,0.8125,0.8125,1.0,13,896.0,0.0,0.6875
anchored75-fixed,1.5,0.5,41000166,0.0,0.9375,0.9375,1.0,15,917.6666666666666,0.0,0.75
telescoping-fixed,1.5,0.5,41000167,0.0,0.5625,0.5625,1.0,9,770.4444444444445,0.0,0.4375
telescoping-hedged,1.5,0.5,41000167,0.0,0.375,0.375,1.0,6,757.6666666666666,0.0,0.375
campaign25-fixed,1.5,0.5,41000167,0.0,0.5625,0.5625,1.0,9,779.8888888888889,0.0,0.4375
campaign50-fixed,1.5,0.5,41000167,0.0,0.5,0.5,1.0,8,766.0,0.0,0.4375
campaign75-fixed,1.5,0.5,41000167,0.0,0.5625,0.5625,1.0,9,758.2222222222222,0.0,0.4375
campaign-hedged,1.5,0.5,41000167,0.0,0.375,0.375,1.0,6,791.8333333333334,0.0,0.375
anchored25-fixed,1.5,0.5,41000167,0.0,0.5625,0.5625,1.0,9,785.4444444444445,0.0,0.4375
anchored50-fixed,1.5,0.5,41000167,0.0,0.5,0.5,1.0,8,772.25,0.0,0.4375
anchored75-fixed,1.5,0.5,41000167,0.0,0.5,0.5,1.0,8,774.125,0.0,0.4375
telescoping-fixed,1.5,0.5,41000168,0.0,0.375,0.375,1.0,6,654.3333333333334,0.0,0.25
telescoping-hedged,1.5,0.5,41000168,0.0,0.25,0.25,1.0,4,696.0,0.0,0.25
campaign25-fixed,1.5,0.5,41000168,0.0,0.375,0.375,1.0,6,674.3333333333334,0.0,0.25
campaign50-fixed,1.5,0.5,41000168,0.0,0.3125,0.3125,1.0,5,764.0,0.0,0.25
campaign75-fixed,1.5,0.5,41000168,0.0,0.3125,0.3125,1.0,5,775.0,0.0,0.25
campaign-hedged,1.5,0.5,41000168,0.0,0.25,0.25,1.0,4,734.75,0.0,0.25
anchored25-fixed,1.5,0.5,41000168,0.0,0.375,0.375,1.0,6,672.6666666666666,0.0,0.25
anchored50-fixed,1.5,0.5,41000168,0.0,0.3125,0.3125,1.0,5,752.0,0.0,0.25
anchored75-fixed,1.5,0.5,41000168,0.0,0.3125,0.3125,1.0,5,769.0,0.0,0.1875
telescoping-fixed,1.5,0.5,41000169,0.0,0.875,0.875,1.0,14,617.0714285714286,0.0,0.75
telescoping-hedged,1.5,0.5,41000169,0.0,0.875,0.875,1.0,14,710.2857142857143,0.0,0.8125
campaign25-fixed,1.5,0.5,41000169,0.0,0.9375,0.9375,1.0,15,630.3333333333334,0.0,0.75
campaign50-fixed,1.5,0.5,41000169,0.0,0.9375,0.9375,1.0,15,631.0,0.0,0.75
campaign75-fixed,1.5,0.5,41000169,0.0,0.9375,0.9375,1.0,15,629.0,0.0,0.75
campaign-hedged,1.5,0.5,41000169,0.0,0.875,0.875,1.0,14,682.7857142857143,0.0,0.8125
anchored25-fixed,1.5,0.5,41000169,0.0,0.875,0.875,1.0,14,624.5714285714286,0.0,0.75
anchored50-fixed,1.5,0.5,41000169,0.0,0.9375,0.9375,1.0,15,642.6666666666666,0.0,0.75
anchored75-fixed,1.5,0.5,41000169,0.0,0.9375,0.9375,1.0,15,648.0,0.0,0.75
telescoping-fixed,1.5,0.5,41000170,0.0,0.6875,0.6875,1.0,11,770.0909090909091,0.0,0.5625
telescoping-hedged,1.5,0.5,41000170,0.0,0.375,0.375,1.0,6,779.3333333333334,0.0,0.3125
campaign25-fixed,1.5,0.5,41000170,0.0,0.8125,0.8125,1.0,13,796.3846153846154,0.0,0.6875
campaign50-fixed,1.5,0.5,41000170,0.0,0.8125,0.8125,1.0,13,777.1538461538462,0.0,0.75
campaign75-fixed,1.5,0.5,41000170,0.0,0.875,0.875,1.0,14,842.4285714285714,0.0,0.625
campaign-hedged,1.5,0.5,41000170,0.0,0.5,0.5,1.0,8,841.0,0.0,0.3125
anchored25-fixed,1.5,0.5,41000170,0.0,0.6875,0.6875,1.0,11,800.0909090909091,0.0,0.625
anchored50-fixed,1.5,0.5,41000170,0.0,0.75,0.75,1.0,12,868.0833333333334,0.0,0.375
anchored75-fixed,1.5,0.5,41000170,0.0,0.625,0.625,1.0,10,833.0,0.0,0.375
telescoping-fixed,1.5,0.5,41000171,0.0,0.375,0.375,1.0,6,693.5,0.0,0.3125
telescoping-hedged,1.5,0.5,41000171,0.0,0.25,0.25,1.0,4,621.0,0.0,0.25
campaign25-fixed,1.5,0.5,41000171,0.0,0.4375,0.4375,1.0,7,777.4285714285714,0.0,0.4375
campaign50-fixed,1.5,0.5,41000171,0.0,0.4375,0.4375,1.0,7,772.4285714285714,0.0,0.4375
campaign75-fixed,1.5,0.5,41000171,0.0,0.5,0.5,1.0,8,845.375,0.0,0.5
campaign-hedged,1.5,0.5,41000171,0.0,0.25,0.25,1.0,4,727.25,0.0,0.25
anchored25-fixed,1.5,0.5,41000171,0.0,0.4375,0.4375,1.0,7,790.2857142857143,0.0,0.3125
anchored50-fixed,1.5,0.5,41000171,0.0,0.4375,0.4375,1.0,7,796.0,0.0,0.3125
anchored75-fixed,1.5,0.5,41000171,0.0,0.4375,0.4375,1.0,7,852.4285714285714,0.0,0.3125
telescoping-fixed,1.5,0.5,41000172,0.0,0.25,0.25,1.0,4,1061.0,0.0,0.0
telescoping-hedged,1.5,0.5,41000172,0.0,0.0,0.0,1.0,0,,0.0,0.0
campaign25-fixed,1.5,0.5,41000172,0.0,0.0,0.0,1.0,0,,0.0,0.0
campaign50-fixed,1.5,0.5,41000172,0.0,0.0,0.0,1.0,0,,0.0,0.0
campaign75-fixed,1.5,0.5,41000172,0.0,0.1875,0.1875,1.0,3,1021.0,0.0,0.0
campaign-hedged,1.5,0.5,41000172,0.0,0.0,0.0,1.0,0,,0.0,0.0
anchored25-fixed,1.5,0.5,41000172,0.0,0.0,0.0,1.0,0,,0.0,0.0
anchored50-fixed,1.5,0.5,41000172,0.0,0.0,0.0,1.0,0,,0.0,0.0
anchored75-fixed,1.5,0.5,41000172,0.0,0.0,0.0,1.0,0,,0.0,0.0
telescoping-fixed,1.5,0.5,41000173,0.0,0.8125,0.8125,1.0,13,807.5384615384615,0.0,0.75
telescoping-hedged,1.5,0.5,41000173,0.0,0.75,0.75,1.0,12,976.4166666666666,0.0,0.4375
campaign25-fixed,1.5,0.5,41000173,0.0,0.875,0.875,1.0,14,795.2857142857143,0.0,0.75
campaign50-fixed,1.5,0.5,41000173,0.0,0.875,0.875,1.0,14,792.4285714285714,0.0,0.875
campaign75-fixed,1.5,0.5,41000173,0.0,0.9375,0.9375,1.0,15,783.6666666666666,0.0,0.875
campaign-hedged,1.5,0.5,41000173,0.0,0.8125,0.8125,1.0,13,965.2307692307693,0.0,0.375
anchored25-fixed,1.5,0.5,41000173,0.0,0.8125,0.8125,1.0,13,806.0,0.0,0.75
anchored50-fixed,1.5,0.5,41000173,0.0,0.8125,0.8125,1.0,13,820.2307692307693,0.0,0.75
anchored75-fixed,1.5,0.5,41000173,0.0,0.875,0.875,1.0,14,928.1428571428571,0.0,0.75
telescoping-fixed,1.5,0.5,41000174,0.0,0.125,0.125,1.0,2,901.0,0.0,0.0
telescoping-hedged,1.5,0.5,41000174,0.0,0.0625,0.0625,1.0,1,1186.0,0.0,0.0
campaign25-fixed,1.5,0.5,41000174,0.0,0.0625,0.0625,1.0,1,1166.0,0.0,0.0
campaign50-fixed,1.5,0.5,41000174,0.0,0.0625,0.0625,1.0,1,1186.0,0.0,0.0
campaign75-fixed,1.5,0.5,41000174,0.0,0.0,0.0,1.0,0,,0.0,0.0
campaign-hedged,1.5,0.5,41000174,0.0,0.0,0.0,1.0,0,,0.0,0.0
anchored25-fixed,1.5,0.5,41000174,0.0,0.0625,0.0625,1.0,1,1166.0,0.0,0.0
anchored50-fixed,1.5,0.5,41000174,0.0,0.0,0.0,1.0,0,,0.0,0.0
anchored75-fixed,1.5,0.5,41000174,0.0,0.0,0.0,1.0,0,,0.0,0.0
telescoping-fixed,1.5,0.5,41000175,0.0,0.4375,0.4375,1.0,7,671.0,0.0,0.4375
telescoping-hedged,1.5,0.5,41000175,0.0,0.375,0.375,1.0,6,733.5,0.0,0.1875
campaign25-fixed,1.5,0.5,41000175,0.0,0.4375,0.4375,1.0,7,677.4285714285714,0.0,0.375
campaign50-fixed,1.5,0.5,41000175,0.0,0.4375,0.4375,1.0,7,697.4285714285714,0.0,0.375
campaign75-fixed,1.5,0.5,41000175,0.0,0.4375,0.4375,1.0,7,718.1428571428571,0.0,0.375
campaign-hedged,1.5,0.5,41000175,0.0,0.4375,0.4375,1.0,7,817.4285714285714,0.0,0.1875
anchored25-fixed,1.5,0.5,41000175,0.0,0.4375,0.4375,1.0,7,680.2857142857143,0.0,0.375
anchored50-fixed,1.5,0.5,41000175,0.0,0.4375,0.4375,1.0,7,712.4285714285714,0.0,0.375
anchored75-fixed,1.5,0.5,41000175,0.0,0.4375,0.4375,1.0,7,758.1428571428571,0.0,0.25
telescoping-fixed,1.5,0.5,41000176,0.0,0.75,0.75,1.0,12,626.4166666666666,0.0,0.6875
telescoping-hedged,1.5,0.5,41000176,0.0,0.6875,0.6875,1.0,11,723.2727272727273,0.0,0.625
campaign25-fixed,1.5,0.5,41000176,0.0,0.9375,0.9375,1.0,15,635.3333333333334,0.0,0.8125
campaign50-fixed,1.5,0.5,41000176,0.0,0.9375,0.9375,1.0,15,602.6666666666666,0.0,0.875
campaign75-fixed,1.5,0.5,41000176,0.0,1.0,1.0,1.0,16,642.5625,0.0,0.875
campaign-hedged,1.5,0.5,41000176,0.0,0.875,0.875,1.0,14,746.3571428571429,0.0,0.6875
anchored25-fixed,1.5,0.5,41000176,0.0,0.875,0.875,1.0,14,664.5714285714286,0.0,0.8125
anchored50-fixed,1.5,0.5,41000176,0.0,0.9375,0.9375,1.0,15,670.3333333333334,0.0,0.8125
anchored75-fixed,1.5,0.5,41000176,0.0,0.9375,0.9375,1.0,15,696.0,0.0,0.875
telescoping-fixed,1.5,0.5,41000177,0.0,0.75,0.75,1.0,12,756.8333333333334,0.0,0.75
telescoping-hedged,1.5,0.5,41000177,0.0,0.5625,0.5625,1.0,9,821.5555555555555,0.0,0.5
campaign25-fixed,1.5,0.5,41000177,0.0,0.75,0.75,1.0,12,778.5,0.0,0.75
campaign50-fixed,1.5,0.5,41000177,0.0,0.8125,0.8125,1.0,13,797.1538461538462,0.0,0.8125
campaign75-fixed,1.5,0.5,41000177,0.0,0.8125,0.8125,1.0,13,787.5384615384615,0.0,0.8125
campaign-hedged,1.5,0.5,41000177,0.0,0.75,0.75,1.0,12,810.1666666666666,0.0,0.75
anchored25-fixed,1.5,0.5,41000177,0.0,0.75,0.75,1.0,12,748.0833333333334,0.0,0.75
anchored50-fixed,1.5,0.5,41000177,0.0,0.75,0.75,1.0,12,743.5,0.0,0.75
anchored75-fixed,1.5,0.5,41000177,0.0,0.75,0.75,1.0,12,747.6666666666666,0.0,0.75
telescoping-fixed,1.5,0.5,41000178,0.0,0.8125,0.8125,1.0,13,435.2307692307692,0.0,0.6875
telescoping-hedged,1.5,0.5,41000178,0.0,0.6875,0.6875,1.0,11,665.0909090909091,0.0,0.5625
campaign25-fixed,1.5,0.5,41000178,0.0,0.875,0.875,1.0,14,422.07142857142856,0.0,0.6875
campaign50-fixed,1.5,0.5,41000178,0.0,0.875,0.875,1.0,14,457.7857142857143,0.0,0.6875
campaign75-fixed,1.5,0.5,41000178,0.0,0.875,0.875,1.0,14,446.0,0.0,0.6875
campaign-hedged,1.5,0.5,41000178,0.0,0.8125,0.8125,1.0,13,651.3846153846154,0.0,0.6875
anchored25-fixed,1.5,0.5,41000178,0.0,0.8125,0.8125,1.0,13,439.84615384615387,0.0,0.6875
anchored50-fixed,1.5,0.5,41000178,0.0,0.875,0.875,1.0,14,459.92857142857144,0.0,0.6875
anchored75-fixed,1.5,0.5,41000178,0.0,0.875,0.875,1.0,14,510.2857142857143,0.0,0.6875
telescoping-fixed,1.5,0.5,41000179,0.0,0.25,0.25,1.0,4,833.5,0.0,0.1875
telescoping-hedged,1.5,0.5,41000179,0.0,0.25,0.25,1.0,4,856.0,0.0,0.0625
campaign25-fixed,1.5,0.5,41000179,0.0,0.3125,0.3125,1.0,5,856.0,0.0,0.1875
campaign50-fixed,1.5,0.5,41000179,0.0,0.3125,0.3125,1.0,5,858.0,0.0,0.1875
